;Season;Date;Location;HomeTeam;HomeScore;AwayTeam;AwayScore;HomePenalty;AwayPenalty;Attendance;RegularPlayoff
1;2011-12 season:;2011.12.25;New York;New York;106;Boston;104;25;28;19763;Regular
2;2011-12 season:;2011.12.25;Golden State;Golden State;86;LA Clippers;105;32;19;19596;Regular
3;2011-12 season:;2011.12.25;LA Lakers;LA Lakers;87;Chicago;88;20;21;18997;Regular
4;2011-12 season:;2011.12.25;Dallas;Dallas;94;Miami;105;29;28;20421;Regular
5;2011-12 season:;2011.12.25;Oklahoma City;Oklahoma City;97;Orlando;89;22;25;18203;Regular
6;2011-12 season:;2011.12.26;Dallas;Dallas;93;Denver;115;28;18;20408;Regular
7;2011-12 season:;2011.12.26;Charlotte;Charlotte;96;Milwaukee;95;20;20;17173;Regular
8;2011-12 season:;2011.12.26;Washington;Washington;84;New Jersey;90;17;26;17102;Regular
9;2011-12 season:;2011.12.26;Phoenix;Phoenix;84;NO Hornets;85;24;22;17776;Regular
10;2011-12 season:;2011.12.26;Cleveland;Cleveland;96;Toronto;104;16;22;20562;Regular
11;2011-12 season:;2011.12.26;Indiana;Indiana;91;Detroit;79;20;19;18165;Regular
12;2011-12 season:;2011.12.26;Sacramento;Sacramento;100;LA Lakers;91;19;25;17317;Regular
13;2011-12 season:;2011.12.26;San Antonio;San Antonio;95;Memphis;82;20;25;18581;Regular
14;2011-12 season:;2011.12.26;Minnesota;Minnesota;100;Oklahoma City;104;24;26;19406;Regular
15;2011-12 season:;2011.12.26;Golden State;Golden State;99;Chicago;91;19;21;19596;Regular
16;2011-12 season:;2011.12.26;Orlando;Orlando;104;Houston;95;15;17;18846;Regular
17;2011-12 season:;2011.12.26;Portland;Portland;107;Philadelphia;103;19;25;20509;Regular
18;2011-12 season:;2011.12.27;New Jersey;New Jersey;70;Atlanta;106;22;23;18711;Regular
19;2011-12 season:;2011.12.27;Miami;Miami;115;Boston;107;22;27;20166;Regular
20;2011-12 season:;2011.12.27;Portland;Portland;101;Sacramento;79;23;27;20350;Regular
21;2011-12 season:;2011.12.27;LA Lakers;LA Lakers;96;Utah;71;21;28;18997;Regular
22;2011-12 season:;2011.12.27;Milwaukee;Milwaukee;98;Minnesota;95;28;24;17352;Regular
23;2011-12 season:;2011.12.28;Toronto;Toronto;85;Indiana;90;25;16;19800;Regular
24;2011-12 season:;2011.12.28;San Antonio;San Antonio;115;LA Clippers;90;23;17;18581;Regular
25;2011-12 season:;2011.12.28;Memphis;Memphis;95;Oklahoma City;98;22;24;18119;Regular
26;2011-12 season:;2011.12.28;Detroit;Detroit;89;Cleveland;105;21;15;22076;Regular
27;2011-12 season:;2011.12.28;Charlotte;Charlotte;95;Miami;96;22;17;19614;Regular
28;2011-12 season:;2011.12.28;Denver;Denver;117;Utah;100;20;23;19155;Regular
29;2011-12 season:;2011.12.28;Atlanta;Atlanta;101;Washington;83;21;24;17750;Regular
30;2011-12 season:;2011.12.28;NO Hornets;NO Hornets;97;Boston;78;20;22;17802;Regular
31;2011-12 season:;2011.12.28;Golden State;Golden State;92;New York;78;17;21;19596;Regular
32;2011-12 season:;2011.12.28;Phoenix;Phoenix;83;Philadelphia;103;17;19;16360;Regular
33;2011-12 season:;2011.12.29;Oklahoma City;Oklahoma City;104;Dallas;102;19;24;18203;Regular
34;2011-12 season:;2011.12.29;Orlando;Orlando;94;New Jersey;78;19;26;18954;Regular
35;2011-12 season:;2011.12.29;Portland;Portland;111;Denver;102;25;20;20531;Regular
36;2011-12 season:;2011.12.29;Houston;Houston;105;San Antonio;85;17;10;18267;Regular
37;2011-12 season:;2011.12.29;Sacramento;Sacramento;98;Chicago;108;19;27;17317;Regular
38;2011-12 season:;2011.12.29;LA Lakers;LA Lakers;99;New York;82;28;20;18997;Regular
39;2011-12 season:;2011.12.30;Boston;Boston;96;Detroit;85;18;14;18624;Regular
40;2011-12 season:;2011.12.30;Atlanta;Atlanta;105;New Jersey;98;15;26;16300;Regular
41;2011-12 season:;2011.12.30;NO Hornets;NO Hornets;78;Phoenix;93;24;22;15790;Regular
42;2011-12 season:;2011.12.30;Milwaukee;Milwaukee;102;Washington;81;19;22;17065;Regular
43;2011-12 season:;2011.12.30;Indiana;Indiana;98;Cleveland;91;27;28;13004;Regular
44;2011-12 season:;2011.12.30;Memphis;Memphis;113;Houston;93;19;29;16069;Regular
45;2011-12 season:;2011.12.30;Charlotte;Charlotte;79;Orlando;100;23;16;18064;Regular
46;2011-12 season:;2011.12.30;LA Clippers;LA Clippers;101;Chicago;114;22;19;19426;Regular
47;2011-12 season:;2011.12.30;Minnesota;Minnesota;101;Miami;103;22;21;19356;Regular
48;2011-12 season:;2011.12.30;Utah;Utah;102;Philadelphia;99;23;22;19911;Regular
49;2011-12 season:;2011.12.30;Dallas;Dallas;99;Toronto;86;13;23;20307;Regular
50;2011-12 season:;2011.12.31;LA Lakers;LA Lakers;92;Denver;89;20;17;18997;Regular
51;2011-12 season:;2011.12.31;Oklahoma City;Oklahoma City;107;Phoenix;97;27;16;18203;Regular
52;2011-12 season:;2011.12.31;San Antonio;San Antonio;104;Utah;89;21;25;17769;Regular
53;2011-12 season:;2011.12.31;Detroit;Detroit;96;Indiana;88;23;19;8824;Regular
54;2011-12 season:;2011.12.31;Houston;Houston;95;Atlanta;84;18;14;14390;Regular
55;2011-12 season:;2011.12.31;Sacramento;Sacramento;92;New York;114;22;35;16175;Regular
56;2011-12 season:;2011.12.31;Golden State;Golden State;79;Philadelphia;107;22;17;19084;Regular
57;2011-12 season:;2012.01.01;Washington;Washington;86;Boston;94;21;20;17458;Regular
58;2011-12 season:;2012.01.01;Minnesota;Minnesota;99;Dallas;82;17;22;15115;Regular
59;2011-12 season:;2012.01.01;Denver;Denver;99;LA Lakers;90;18;28;19155;Regular
60;2011-12 season:;2012.01.01;Cleveland;Cleveland;98;New Jersey;82;26;16;15084;Regular
61;2011-12 season:;2012.01.01;Sacramento;Sacramento;96;NO Hornets;80;15;18;13628;Regular
62;2011-12 season:;2012.01.01;LA Clippers;LA Clippers;93;Portland;88;18;24;19060;Regular
63;2011-12 season:;2012.01.01;Orlando;Orlando;102;Toronto;96;22;27;18846;Regular
64;2011-12 season:;2012.01.01;Miami;Miami;129;Charlotte;90;18;20;20016;Regular
65;2011-12 season:;2012.01.01;Chicago;Chicago;104;Memphis;64;15;18;22763;Regular
66;2011-12 season:;2012.01.02;New Jersey;New Jersey;94;Indiana;108;16;23;12519;Regular
67;2011-12 season:;2012.01.02;Utah;Utah;94;NO Hornets;90;18;24;19159;Regular
68;2011-12 season:;2012.01.02;Dallas;Dallas;100;Oklahoma City;87;23;17;20108;Regular
69;2011-12 season:;2012.01.02;Detroit;Detroit;89;Orlando;78;19;24;8120;Regular
70;2011-12 season:;2012.01.02;Minnesota;Minnesota;106;San Antonio;96;18;15;14514;Regular
71;2011-12 season:;2012.01.02;Boston;Boston;100;Washington;92;23;17;18624;Regular
72;2011-12 season:;2012.01.02;Miami;Miami;92;Atlanta;100;15;21;20078;Regular
73;2011-12 season:;2012.01.02;Phoenix;Phoenix;102;Golden State;91;18;24;14793;Regular
74;2011-12 season:;2012.01.02;New York;New York;85;Toronto;90;24;30;19763;Regular
75;2011-12 season:;2012.01.02;Denver;Denver;91;Milwaukee;86;15;20;14142;Regular
76;2011-12 season:;2012.01.03;Chicago;Chicago;76;Atlanta;74;21;17;22166;Regular
77;2011-12 season:;2012.01.03;Cleveland;Cleveland;115;Charlotte;101;19;22;14173;Regular
78;2011-12 season:;2012.01.03;LA Lakers;LA Lakers;108;Houston;99;15;25;18997;Regular
79;2011-12 season:;2012.01.03;Memphis;Memphis;113;Sacramento;96;17;18;12391;Regular
80;2011-12 season:;2012.01.03;Oklahoma City;Oklahoma City;93;Portland;103;22;16;18203;Regular
81;2011-12 season:;2012.01.03;Utah;Utah;85;Milwaukee;73;24;19;17756;Regular
82;2011-12 season:;2012.01.04;New York;New York;110;Charlotte;118;20;16;19763;Regular
83;2011-12 season:;2012.01.04;Toronto;Toronto;92;Cleveland;77;18;17;14468;Regular
84;2011-12 season:;2012.01.04;San Antonio;San Antonio;101;Golden State;95;14;20;16751;Regular
85;2011-12 season:;2012.01.04;LA Clippers;LA Clippers;117;Houston;89;17;23;19060;Regular
86;2011-12 season:;2012.01.04;Miami;Miami;118;Indiana;83;25;26;20201;Regular
87;2011-12 season:;2012.01.04;Minnesota;Minnesota;86;Memphis;90;20;19;17404;Regular
88;2011-12 season:;2012.01.04;Dallas;Dallas;98;Phoenix;89;19;21;19885;Regular
89;2011-12 season:;2012.01.04;Denver;Denver;110;Sacramento;83;22;17;14562;Regular
90;2011-12 season:;2012.01.04;Detroit;Detroit;83;Chicago;99;16;12;9125;Regular
91;2011-12 season:;2012.01.04;Boston;Boston;89;New Jersey;70;20;23;18624;Regular
92;2011-12 season:;2012.01.04;Orlando;Orlando;103;Washington;85;13;21;18846;Regular
93;2011-12 season:;2012.01.04;NO Hornets;NO Hornets;93;Philadelphia;101;18;19;12387;Regular
94;2011-12 season:;2012.01.05;Portland;Portland;107;LA Lakers;96;20;20;20444;Regular
95;2011-12 season:;2012.01.05;San Antonio;San Antonio;93;Dallas;71;17;13;18581;Regular
96;2011-12 season:;2012.01.05;Atlanta;Atlanta;109;Miami;116;24;35;18371;Regular
97;2011-12 season:;2012.01.05;Sacramento;Sacramento;103;Milwaukee;100;18;27;11813;Regular
98;2011-12 season:;2012.01.06;Orlando;Orlando;83;Chicago;97;16;18;18912;Regular
99;2011-12 season:;2012.01.06;NO Hornets;NO Hornets;88;Denver;96;23;13;13035;Regular
100;2011-12 season:;2012.01.06;Philadelphia;Philadelphia;96;Detroit;73;12;17;19408;Regular
101;2011-12 season:;2012.01.06;Oklahoma City;Oklahoma City;109;Houston;94;18;22;18203;Regular
102;2011-12 season:;2012.01.06;Boston;Boston;74;Indiana;87;15;23;18624;Regular
103;2011-12 season:;2012.01.06;Utah;Utah;94;Memphis;85;19;25;19503;Regular
104;2011-12 season:;2012.01.06;Washington;Washington;96;New York;99;26;18;16998;Regular
105;2011-12 season:;2012.01.06;Phoenix;Phoenix;102;Portland;77;28;22;16235;Regular
106;2011-12 season:;2012.01.06;Charlotte;Charlotte;96;Atlanta;102;20;18;17827;Regular
107;2011-12 season:;2012.01.06;LA Lakers;LA Lakers;97;Golden State;90;18;28;18997;Regular
108;2011-12 season:;2012.01.06;Toronto;Toronto;85;New Jersey;97;26;19;16771;Regular
109;2011-12 season:;2012.01.06;Minnesota;Minnesota;87;Cleveland;98;19;25;16943;Regular
110;2011-12 season:;2012.01.07;Indiana;Indiana;99;Charlotte;77;20;21;17226;Regular
111;2011-12 season:;2012.01.07;Atlanta;Atlanta;109;Chicago;94;16;9;17112;Regular
112;2011-12 season:;2012.01.07;San Antonio;San Antonio;121;Denver;117;19;17;17537;Regular
113;2011-12 season:;2012.01.07;New Jersey;New Jersey;90;Miami;101;21;27;18711;Regular
114;2011-12 season:;2012.01.07;Detroit;Detroit;80;New York;103;21;20;12044;Regular
115;2011-12 season:;2012.01.07;Houston;Houston;95;Oklahoma City;98;21;16;14327;Regular
116;2011-12 season:;2012.01.07;Golden State;Golden State;87;Utah;88;23;22;19596;Regular
117;2011-12 season:;2012.01.07;Dallas;Dallas;96;NO Hornets;81;21;19;20409;Regular
118;2011-12 season:;2012.01.07;Philadelphia;Philadelphia;97;Toronto;62;10;20;14522;Regular
119;2011-12 season:;2012.01.07;LA Clippers;LA Clippers;92;Milwaukee;86;23;31;19229;Regular
120;2011-12 season:;2012.01.08;LA Lakers;LA Lakers;90;Memphis;82;11;18;18997;Regular
121;2011-12 season:;2012.01.08;Oklahoma City;Oklahoma City;108;San Antonio;96;19;22;18203;Regular
122;2011-12 season:;2012.01.08;Portland;Portland;98;Cleveland;78;20;20;20292;Regular
123;2011-12 season:;2012.01.08;Phoenix;Phoenix;109;Milwaukee;93;20;13;13420;Regular
124;2011-12 season:;2012.01.08;Washington;Washington;72;Minnesota;93;17;18;13095;Regular
125;2011-12 season:;2012.01.08;Sacramento;Sacramento;97;Orlando;104;24;20;14150;Regular
126;2011-12 season:;2012.01.09;New Jersey;New Jersey;101;Atlanta;106;20;17;12259;Regular
127;2011-12 season:;2012.01.09;New York;New York;91;Charlotte;87;22;24;19763;Regular
128;2011-12 season:;2012.01.09;Philadelphia;Philadelphia;96;Indiana;86;24;21;8612;Regular
129;2011-12 season:;2012.01.09;Denver;Denver;81;NO Hornets;94;19;23;14002;Regular
130;2011-12 season:;2012.01.09;Chicago;Chicago;92;Detroit;68;15;21;21530;Regular
131;2011-12 season:;2012.01.09;Toronto;Toronto;97;Minnesota;87;28;26;14097;Regular
132;2011-12 season:;2012.01.10;Portland;Portland;105;LA Clippers;97;24;27;20381;Regular
133;2011-12 season:;2012.01.10;Memphis;Memphis;95;Oklahoma City;100;21;23;13601;Regular
134;2011-12 season:;2012.01.10;Washington;Washington;93;Toronto;78;20;17;14077;Regular
135;2011-12 season:;2012.01.10;LA Lakers;LA Lakers;99;Phoenix;83;18;16;18997;Regular
136;2011-12 season:;2012.01.10;Minnesota;Minnesota;100;Chicago;111;17;23;19356;Regular
137;2011-12 season:;2012.01.10;Utah;Utah;113;Cleveland;105;30;27;17859;Regular
138;2011-12 season:;2012.01.10;Detroit;Detroit;86;Dallas;100;18;23;10073;Regular
139;2011-12 season:;2012.01.10;Charlotte;Charlotte;70;Houston;82;19;17;13421;Regular
140;2011-12 season:;2012.01.10;Golden State;Golden State;111;Miami;106;26;23;19596;Regular
141;2011-12 season:;2012.01.10;Milwaukee;Milwaukee;106;San Antonio;103;15;16;11585;Regular
142;2011-12 season:;2012.01.10;Philadelphia;Philadelphia;112;Sacramento;85;15;13;10255;Regular
143;2011-12 season:;2012.01.11;Indiana;Indiana;96;Atlanta;84;21;16;10334;Regular
144;2011-12 season:;2012.01.11;Utah;Utah;87;LA Lakers;90;22;18;19642;Regular
145;2011-12 season:;2012.01.11;NO Hornets;NO Hornets;85;Oklahoma City;95;17;18;13565;Regular
146;2011-12 season:;2012.01.11;Chicago;Chicago;78;Washington;64;14;15;21366;Regular
147;2011-12 season:;2012.01.11;San Antonio;San Antonio;101;Houston;95;12;24;17381;Regular
148;2011-12 season:;2012.01.11;New York;New York;85;Philadelphia;79;20;19;19763;Regular
149;2011-12 season:;2012.01.11;Boston;Boston;85;Dallas;90;17;21;18624;Regular
150;2011-12 season:;2012.01.11;LA Clippers;LA Clippers;95;Miami;89;22;22;19341;Regular
151;2011-12 season:;2012.01.11;Denver;Denver;123;New Jersey;115;16;21;14139;Regular
152;2011-12 season:;2012.01.11;Portland;Portland;104;Orlando;107;16;15;20467;Regular
153;2011-12 season:;2012.01.11;Toronto;Toronto;91;Sacramento;98;28;15;14323;Regular
154;2011-12 season:;2012.01.12;Atlanta;Atlanta;111;Charlotte;81;16;19;10597;Regular
155;2011-12 season:;2012.01.12;Milwaukee;Milwaukee;102;Detroit;93;20;21;11465;Regular
156;2011-12 season:;2012.01.12;Phoenix;Phoenix;90;Cleveland;101;21;19;14636;Regular
157;2011-12 season:;2012.01.12;Memphis;Memphis;94;New York;83;11;23;15324;Regular
158;2011-12 season:;2012.01.12;Golden State;Golden State;109;Orlando;117;36;16;17754;Regular
159;2011-12 season:;2012.01.13;Boston;Boston;79;Chicago;88;19;14;18624;Regular
160;2011-12 season:;2012.01.13;Charlotte;Charlotte;81;Detroit;98;15;17;18043;Regular
161;2011-12 season:;2012.01.13;Toronto;Toronto;90;Indiana;95;32;22;15302;Regular
162;2011-12 season:;2012.01.13;NO Hornets;NO Hornets;80;Minnesota;87;32;19;14295;Regular
163;2011-12 season:;2012.01.13;San Antonio;San Antonio;99;Portland;83;22;22;18581;Regular
164;2011-12 season:;2012.01.13;Houston;Houston;103;Sacramento;89;15;15;12870;Regular
165;2011-12 season:;2012.01.13;Philadelphia;Philadelphia;120;Washington;89;15;16;14213;Regular
166;2011-12 season:;2012.01.13;LA Lakers;LA Lakers;97;Cleveland;92;26;24;18997;Regular
167;2011-12 season:;2012.01.13;Denver;Denver;117;Miami;104;19;25;19155;Regular
168;2011-12 season:;2012.01.13;Dallas;Dallas;102;Milwaukee;76;17;21;20112;Regular
169;2011-12 season:;2012.01.13;Phoenix;Phoenix;103;New Jersey;110;18;21;15191;Regular
170;2011-12 season:;2012.01.14;Indiana;Indiana;97;Boston;83;18;24;14203;Regular
171;2011-12 season:;2012.01.14;Washington;Washington;90;Philadelphia;103;18;16;13998;Regular
172;2011-12 season:;2012.01.14;Houston;Houston;107;Portland;105;30;25;11676;Regular
173;2011-12 season:;2012.01.14;Dallas;Dallas;99;Sacramento;60;16;21;20313;Regular
174;2011-12 season:;2012.01.14;Chicago;Chicago;77;Toronto;64;7;15;21962;Regular
175;2011-12 season:;2012.01.14;LA Clippers;LA Clippers;102;LA Lakers;94;22;26;19895;Regular
176;2011-12 season:;2012.01.14;Memphis;Memphis;108;NO Hornets;99;19;30;14983;Regular
177;2011-12 season:;2012.01.14;Charlotte;Charlotte;112;Golden State;100;25;31;16122;Regular
178;2011-12 season:;2012.01.14;Atlanta;Atlanta;93;Minnesota;91;14;21;13135;Regular
179;2011-12 season:;2012.01.14;Utah;Utah;107;New Jersey;94;26;20;19557;Regular
180;2011-12 season:;2012.01.14;Oklahoma City;Oklahoma City;104;New York;92;22;23;18203;Regular
181;2011-12 season:;2012.01.15;San Antonio;San Antonio;102;Phoenix;91;15;21;18581;Regular
182;2011-12 season:;2012.01.15;Denver;Denver;96;Utah;106;22;30;16208;Regular
183;2011-12 season:;2012.01.15;Detroit;Detroit;91;Golden State;99;19;22;11774;Regular
184;2011-12 season:;2012.01.16;Charlotte;Charlotte;94;Cleveland;102;23;23;14988;Regular
185;2011-12 season:;2012.01.16;LA Lakers;LA Lakers;73;Dallas;70;14;15;18997;Regular
186;2011-12 season:;2012.01.16;Philadelphia;Philadelphia;94;Milwaukee;82;15;15;17281;Regular
187;2011-12 season:;2012.01.16;New York;New York;93;Orlando;102;23;27;19763;Regular
188;2011-12 season:;2012.01.16;NO Hornets;NO Hornets;77;Portland;84;15;20;14758;Regular
189;2011-12 season:;2012.01.16;Minnesota;Minnesota;99;Sacramento;86;20;18;16159;Regular
190;2011-12 season:;2012.01.16;Atlanta;Atlanta;93;Toronto;84;19;27;11050;Regular
191;2011-12 season:;2012.01.16;Memphis;Memphis;102;Chicago;86;19;14;18119;Regular
192;2011-12 season:;2012.01.16;Washington;Washington;106;Houston;114;22;21;15594;Regular
193;2011-12 season:;2012.01.16;LA Clippers;LA Clippers;101;New Jersey;91;21;24;19060;Regular
194;2011-12 season:;2012.01.16;Boston;Boston;88;Oklahoma City;97;17;19;18624;Regular
195;2011-12 season:;2012.01.17;Utah;Utah;108;LA Clippers;79;20;21;19371;Regular
196;2011-12 season:;2012.01.17;Orlando;Orlando;96;Charlotte;89;14;22;18846;Regular
197;2011-12 season:;2012.01.17;Milwaukee;Milwaukee;95;Denver;105;27;15;11322;Regular
198;2011-12 season:;2012.01.17;Houston;Houston;97;Detroit;80;18;16;9318;Regular
199;2011-12 season:;2012.01.17;Cleveland;Cleveland;95;Golden State;105;16;24;11322;Regular
200;2011-12 season:;2012.01.17;Chicago;Chicago;118;Phoenix;97;17;17;21347;Regular
201;2011-12 season:;2012.01.17;Miami;Miami;120;San Antonio;98;19;18;19600;Regular
202;2011-12 season:;2012.01.18;LA Clippers;LA Clippers;91;Dallas;89;17;18;19252;Regular
203;2011-12 season:;2012.01.18;NO Hornets;NO Hornets;87;Memphis;93;19;17;12045;Regular
204;2011-12 season:;2012.01.18;Boston;Boston;96;Toronto;73;20;25;18624;Regular
205;2011-12 season:;2012.01.18;Philadelphia;Philadelphia;104;Denver;108;23;22;15201;Regular
206;2011-12 season:;2012.01.18;Minnesota;Minnesota;93;Detroit;85;19;27;15598;Regular
207;2011-12 season:;2012.01.18;New Jersey;New Jersey;107;Golden State;100;16;21;12570;Regular
208;2011-12 season:;2012.01.18;Sacramento;Sacramento;92;Indiana;88;22;28;14170;Regular
209;2011-12 season:;2012.01.18;Washington;Washington;105;Oklahoma City;102;23;31;15075;Regular
210;2011-12 season:;2012.01.18;New York;New York;88;Phoenix;91;16;21;19763;Regular
211;2011-12 season:;2012.01.18;Atlanta;Atlanta;92;Portland;89;18;21;13729;Regular
212;2011-12 season:;2012.01.18;Orlando;Orlando;83;San Antonio;85;18;22;18846;Regular
213;2011-12 season:;2012.01.19;Utah;Utah;91;Dallas;94;19;20;19911;Regular
214;2011-12 season:;2012.01.19;Houston;Houston;90;NO Hornets;88;18;15;10845;Regular
215;2011-12 season:;2012.01.19;Miami;Miami;98;LA Lakers;87;18;15;20004;Regular
216;2011-12 season:;2012.01.20;Philadelphia;Philadelphia;90;Atlanta;76;8;17;17724;Regular
217;2011-12 season:;2012.01.20;New York;New York;86;Milwaukee;100;22;25;19763;Regular
218;2011-12 season:;2012.01.20;LA Clippers;LA Clippers;98;Minnesota;101;27;22;19492;Regular
219;2011-12 season:;2012.01.20;San Antonio;San Antonio;86;Sacramento;88;16;23;18581;Regular
220;2011-12 season:;2012.01.20;Cleveland;Cleveland;75;Chicago;114;17;23;17871;Regular
221;2011-12 season:;2012.01.20;Washington;Washington;104;Denver;108;24;20;14866;Regular
222;2011-12 season:;2012.01.20;Golden State;Golden State;91;Indiana;94;21;13;17621;Regular
223;2011-12 season:;2012.01.20;Orlando;Orlando;92;LA Lakers;80;20;18;18846;Regular
224;2011-12 season:;2012.01.20;Detroit;Detroit;81;Memphis;98;16;20;10255;Regular
225;2011-12 season:;2012.01.20;Boston;Boston;71;Phoenix;79;19;16;18624;Regular
226;2011-12 season:;2012.01.20;Toronto;Toronto;84;Portland;94;23;19;17537;Regular
227;2011-12 season:;2012.01.21;Chicago;Chicago;95;Charlotte;89;17;17;21861;Regular
228;2011-12 season:;2012.01.21;Atlanta;Atlanta;121;Cleveland;94;17;19;15922;Regular
229;2011-12 season:;2012.01.21;Miami;Miami;113;Philadelphia;92;13;17;19725;Regular
230;2011-12 season:;2012.01.21;Memphis;Memphis;128;Sacramento;95;20;19;16562;Regular
231;2011-12 season:;2012.01.21;NO Hornets;NO Hornets;81;Dallas;83;16;25;15471;Regular
232;2011-12 season:;2012.01.21;Utah;Utah;108;Minnesota;98;18;20;19911;Regular
233;2011-12 season:;2012.01.21;Houston;Houston;105;San Antonio;102;18;15;15285;Regular
234;2011-12 season:;2012.01.21;New York;New York;114;Denver;119;34;20;19763;Regular
235;2011-12 season:;2012.01.21;New Jersey;New Jersey;74;Oklahoma City;84;16;16;15201;Regular
236;2011-12 season:;2012.01.21;Detroit;Detroit;94;Portland;91;21;24;14456;Regular
237;2011-12 season:;2012.01.22;Washington;Washington;94;Boston;100;28;20;15818;Regular
238;2011-12 season:;2012.01.22;New Jersey;New Jersey;97;Charlotte;87;14;20;10035;Regular
239;2011-12 season:;2012.01.22;Miami;Miami;82;Milwaukee;91;25;28;19600;Regular
240;2011-12 season:;2012.01.22;LA Lakers;LA Lakers;96;Indiana;98;16;22;18997;Regular
241;2011-12 season:;2012.01.22;LA Clippers;LA Clippers;103;Toronto;91;24;31;19060;Regular
242;2011-12 season:;2012.01.23;Milwaukee;Milwaukee;92;Atlanta;97;17;18;13048;Regular
243;2011-12 season:;2012.01.23;Minnesota;Minnesota;92;Houston;107;20;23;16924;Regular
244;2011-12 season:;2012.01.23;Golden State;Golden State;90;Memphis;91;22;13;17549;Regular
245;2011-12 season:;2012.01.23;Chicago;Chicago;110;New Jersey;95;18;18;21572;Regular
246;2011-12 season:;2012.01.23;Boston;Boston;87;Orlando;56;21;16;18624;Regular
247;2011-12 season:;2012.01.23;Dallas;Dallas;93;Phoenix;87;17;19;19944;Regular
248;2011-12 season:;2012.01.23;Portland;Portland;101;Sacramento;89;22;22;20363;Regular
249;2011-12 season:;2012.01.23;Philadelphia;Philadelphia;103;Washington;83;19;17;10108;Regular
250;2011-12 season:;2012.01.23;NO Hornets;NO Hornets;102;San Antonio;104;14;10;12599;Regular
251;2011-12 season:;2012.01.23;Oklahoma City;Oklahoma City;99;Detroit;79;22;11;18203;Regular
252;2011-12 season:;2012.01.24;Miami;Miami;92;Cleveland;85;15;27;19600;Regular
253;2011-12 season:;2012.01.24;Portland;Portland;97;Memphis;84;18;24;20602;Regular
254;2011-12 season:;2012.01.24;Charlotte;Charlotte;78;New York;111;22;21;16802;Regular
255;2011-12 season:;2012.01.24;Indiana;Indiana;83;Orlando;102;17;19;12760;Regular
256;2011-12 season:;2012.01.24;Phoenix;Phoenix;96;Toronto;99;20;22;15404;Regular
257;2011-12 season:;2012.01.25;Sacramento;Sacramento;93;Denver;122;24;18;12097;Regular
258;2011-12 season:;2012.01.25;Detroit;Detroit;98;Miami;101;24;20;18058;Regular
259;2011-12 season:;2012.01.25;Dallas;Dallas;90;Minnesota;105;24;12;20150;Regular
260;2011-12 season:;2012.01.25;Oklahoma City;Oklahoma City;101;NO Hornets;91;17;24;18203;Regular
261;2011-12 season:;2012.01.25;Cleveland;Cleveland;91;New York;81;21;23;16760;Regular
262;2011-12 season:;2012.01.25;Golden State;Golden State;101;Portland;93;18;15;17923;Regular
263;2011-12 season:;2012.01.25;Washington;Washington;92;Charlotte;75;28;12;15286;Regular
264;2011-12 season:;2012.01.25;Chicago;Chicago;90;Indiana;95;20;20;21755;Regular
265;2011-12 season:;2012.01.25;LA Lakers;LA Lakers;96;LA Clippers;91;15;25;18997;Regular
266;2011-12 season:;2012.01.25;Philadelphia;Philadelphia;90;New Jersey;97;20;15;13138;Regular
267;2011-12 season:;2012.01.25;San Antonio;San Antonio;105;Atlanta;83;16;17;17888;Regular
268;2011-12 season:;2012.01.25;Houston;Houston;99;Milwaukee;105;15;17;10573;Regular
269;2011-12 season:;2012.01.25;Utah;Utah;106;Toronto;111;21;30;19802;Regular
270;2011-12 season:;2012.01.26;Orlando;Orlando;83;Boston;91;23;27;18952;Regular
271;2011-12 season:;2012.01.26;LA Clippers;LA Clippers;98;Memphis;91;22;25;19275;Regular
272;2011-12 season:;2012.01.27;Detroit;Detroit;101;Atlanta;107;22;18;14010;Regular
273;2011-12 season:;2012.01.27;Philadelphia;Philadelphia;89;Charlotte;72;19;14;16199;Regular
274;2011-12 season:;2012.01.27;Boston;Boston;94;Indiana;87;21;16;18624;Regular
275;2011-12 season:;2012.01.27;Cleveland;Cleveland;96;New Jersey;99;20;22;13121;Regular
276;2011-12 season:;2012.01.27;Miami;Miami;99;New York;89;19;24;19707;Regular
277;2011-12 season:;2012.01.27;Golden State;Golden State;109;Oklahoma City;120;29;15;19596;Regular
278;2011-12 season:;2012.01.27;Portland;Portland;109;Phoenix;71;15;18;20664;Regular
279;2011-12 season:;2012.01.27;Minnesota;Minnesota;87;San Antonio;79;10;17;16699;Regular
280;2011-12 season:;2012.01.27;Dallas;Dallas;116;Utah;101;16;20;20096;Regular
281;2011-12 season:;2012.01.27;Chicago;Chicago;107;Milwaukee;100;17;19;22368;Regular
282;2011-12 season:;2012.01.27;NO Hornets;NO Hornets;93;Orlando;67;18;18;16176;Regular
283;2011-12 season:;2012.01.27;Denver;Denver;96;Toronto;81;14;30;18855;Regular
284;2011-12 season:;2012.01.27;Houston;Houston;103;Washington;76;16;24;13894;Regular
285;2011-12 season:;2012.01.28;Philadelphia;Philadelphia;95;Detroit;74;18;11;18710;Regular
286;2011-12 season:;2012.01.28;Phoenix;Phoenix;86;Memphis;84;19;24;14903;Regular
287;2011-12 season:;2012.01.28;Utah;Utah;96;Sacramento;93;15;21;19911;Regular
288;2011-12 season:;2012.01.28;Charlotte;Charlotte;99;Washington;102;15;24;17761;Regular
289;2011-12 season:;2012.01.28;Milwaukee;Milwaukee;100;LA Lakers;89;14;16;18027;Regular
