;Season;Date;Location;HomeTeam;HomeScore;AwayTeam;AwayScore;HomePenalty;AwayPenalty;Attendance;RegularPlayoff
2726;2013-14 season:;2013.12.13;Phoenix;Phoenix;116;Sacramento;107;20;22;14128;Regular
2727;2013-14 season:;2013.12.13;Denver;Denver;93;Utah;103;23;21;15616;Regular
2728;2013-14 season:;2013.12.13;Atlanta;Atlanta;101;Washington;99;14;20;11251;Regular
2729;2013-14 season:;2013.12.14;New York;New York;111;Atlanta;106;16;24;19812;Regular
2730;2013-14 season:;2013.12.14;Miami;Miami;114;Cleveland;107;21;20;19656;Regular
2731;2013-14 season:;2013.12.14;Washington;Washington;97;LA Clippers;113;26;20;16509;Regular
2732;2013-14 season:;2013.12.14;Charlotte;Charlotte;85;LA Lakers;88;16;11;17101;Regular
2733;2013-14 season:;2013.12.14;Dallas;Dallas;106;Milwaukee;93;18;15;19973;Regular
2734;2013-14 season:;2013.12.14;Philadelphia;Philadelphia;105;Portland;139;15;16;10189;Regular
2735;2013-14 season:;2013.12.14;Utah;Utah;84;San Antonio;100;17;15;19330;Regular
2736;2013-14 season:;2013.12.14;Chicago;Chicago;77;Toronto;99;20;17;21386;Regular
2737;2013-14 season:;2013.12.15;Phoenix;Phoenix;106;Golden State;102;24;25;14393;Regular
2738;2013-14 season:;2013.12.15;Sacramento;Sacramento;106;Houston;91;25;26;15606;Regular
2739;2013-14 season:;2013.12.15;Memphis;Memphis;93;Minnesota;101;20;17;15417;Regular
2740;2013-14 season:;2013.12.15;Denver;Denver;102;New Orleans;93;24;23;15111;Regular
2741;2013-14 season:;2013.12.15;Oklahoma City;Oklahoma City;101;Orlando;98;19;18;18203;Regular
2742;2013-14 season:;2013.12.15;Detroit;Detroit;109;Portland;111;22;21;13003;Regular
2743;2013-14 season:;2013.12.16;Indiana;Indiana;96;Detroit;101;20;20;15443;Regular
2744;2013-14 season:;2013.12.16;Atlanta;Atlanta;114;LA Lakers;100;18;16;15146;Regular
2745;2013-14 season:;2013.12.16;Boston;Boston;101;Minnesota;97;25;20;17071;Regular
2746;2013-14 season:;2013.12.16;Chicago;Chicago;82;Orlando;83;20;20;21200;Regular
2747;2013-14 season:;2013.12.16;Brooklyn;Brooklyn;130;Philadelphia;94;20;24;16733;Regular
2748;2013-14 season:;2013.12.16;LA Clippers;LA Clippers;115;San Antonio;92;20;27;19253;Regular
2749;2013-14 season:;2013.12.16;Miami;Miami;117;Utah;94;14;20;19600;Regular
2750;2013-14 season:;2013.12.16;New York;New York;101;Washington;102;20;25;19812;Regular
2751;2013-14 season:;2013.12.17;Memphis;Memphis;92;LA Lakers;96;18;18;17217;Regular
2752;2013-14 season:;2013.12.17;Golden State;Golden State;104;New Orleans;93;23;20;19596;Regular
2753;2013-14 season:;2013.12.17;Denver;Denver;93;Oklahoma City;105;20;22;17035;Regular
2754;2013-14 season:;2013.12.17;Cleveland;Cleveland;116;Portland;119;17;16;15689;Regular
2755;2013-14 season:;2013.12.17;Charlotte;Charlotte;95;Sacramento;87;26;23;11339;Regular
2756;2013-14 season:;2013.12.18;Toronto;Toronto;102;Charlotte;104;28;24;15201;Regular
2757;2013-14 season:;2013.12.18;Houston;Houston;109;Chicago;94;22;19;18242;Regular
2758;2013-14 season:;2013.12.18;Boston;Boston;106;Detroit;107;20;18;17101;Regular
2759;2013-14 season:;2013.12.18;Miami;Miami;97;Indiana;94;20;21;19898;Regular
2760;2013-14 season:;2013.12.18;Dallas;Dallas;105;Memphis;91;16;25;19425;Regular
2761;2013-14 season:;2013.12.18;LA Clippers;LA Clippers;108;New Orleans;95;16;22;19060;Regular
2762;2013-14 season:;2013.12.18;Milwaukee;Milwaukee;101;New York;107;25;31;11869;Regular
2763;2013-14 season:;2013.12.18;Minnesota;Minnesota;120;Portland;109;19;27;13776;Regular
2764;2013-14 season:;2013.12.18;Phoenix;Phoenix;101;San Antonio;108;24;17;13661;Regular
2765;2013-14 season:;2013.12.18;Atlanta;Atlanta;124;Sacramento;107;21;20;10185;Regular
2766;2013-14 season:;2013.12.18;Orlando;Orlando;82;Utah;86;18;17;15574;Regular
2767;2013-14 season:;2013.12.18;Brooklyn;Brooklyn;107;Washington;113;24;22;16187;Regular
2768;2013-14 season:;2013.12.19;Oklahoma City;Oklahoma City;107;Chicago;95;27;16;18203;Regular
2769;2013-14 season:;2013.12.19;Golden State;Golden State;102;San Antonio;104;21;11;19596;Regular
2770;2013-14 season:;2013.12.20;Philadelphia;Philadelphia;121;Brooklyn;120;21;18;15267;Regular
2771;2013-14 season:;2013.12.20;Detroit;Detroit;106;Charlotte;116;17;17;12453;Regular
2772;2013-14 season:;2013.12.20;Indiana;Indiana;114;Houston;81;21;18;18165;Regular
2773;2013-14 season:;2013.12.20;Cleveland;Cleveland;114;Milwaukee;111;22;23;19058;Regular
2774;2013-14 season:;2013.12.20;LA Lakers;LA Lakers;104;Minnesota;91;19;16;18997;Regular
2775;2013-14 season:;2013.12.20;Denver;Denver;99;Phoenix;103;27;20;15974;Regular
2776;2013-14 season:;2013.12.20;Miami;Miami;122;Sacramento;103;16;16;19600;Regular
2777;2013-14 season:;2013.12.20;Dallas;Dallas;108;Toronto;109;17;14;19406;Regular
2778;2013-14 season:;2013.12.20;Atlanta;Atlanta;118;Utah;85;20;17;11150;Regular
2779;2013-14 season:;2013.12.21;Chicago;Chicago;100;Cleveland;84;14;20;21658;Regular
2780;2013-14 season:;2013.12.21;Phoenix;Phoenix;123;Dallas;108;22;15;15241;Regular
2781;2013-14 season:;2013.12.21;LA Clippers;LA Clippers;112;Denver;91;20;26;19129;Regular
2782;2013-14 season:;2013.12.21;Detroit;Detroit;97;Houston;114;17;19;14606;Regular
2783;2013-14 season:;2013.12.21;Golden State;Golden State;102;LA Lakers;83;24;18;19596;Regular
2784;2013-14 season:;2013.12.21;New York;New York;87;Memphis;95;15;16;19812;Regular
2785;2013-14 season:;2013.12.21;Portland;Portland;110;New Orleans;107;21;21;20027;Regular
2786;2013-14 season:;2013.12.21;San Antonio;San Antonio;100;Oklahoma City;113;18;23;18581;Regular
2787;2013-14 season:;2013.12.21;Milwaukee;Milwaukee;116;Philadelphia;106;20;22;14541;Regular
2788;2013-14 season:;2013.12.21;Orlando;Orlando;100;Sacramento;105;24;23;14283;Regular
2789;2013-14 season:;2013.12.21;Charlotte;Charlotte;85;Utah;88;17;18;18078;Regular
2790;2013-14 season:;2013.12.21;Boston;Boston;99;Washington;106;14;19;18169;Regular
2791;2013-14 season:;2013.12.22;Indiana;Indiana;106;Boston;79;18;22;18165;Regular
2792;2013-14 season:;2013.12.22;LA Clippers;LA Clippers;120;Minnesota;116;23;23;19304;Regular
2793;2013-14 season:;2013.12.22;Oklahoma City;Oklahoma City;98;Toronto;104;28;29;18203;Regular
2794;2013-14 season:;2013.12.23;Miami;Miami;121;Atlanta;119;19;26;20204;Regular
2795;2013-14 season:;2013.12.23;Houston;Houston;104;Dallas;111;18;22;18328;Regular
2796;2013-14 season:;2013.12.23;Cleveland;Cleveland;92;Detroit;115;16;20;19215;Regular
2797;2013-14 season:;2013.12.23;Denver;Denver;81;Golden State;89;17;18;18551;Regular
2798;2013-14 season:;2013.12.23;Brooklyn;Brooklyn;86;Indiana;103;19;20;17732;Regular
2799;2013-14 season:;2013.12.23;Phoenix;Phoenix;117;LA Lakers;90;22;19;14814;Regular
2800;2013-14 season:;2013.12.23;Charlotte;Charlotte;111;Milwaukee;110;17;23;13534;Regular
2801;2013-14 season:;2013.12.23;Sacramento;Sacramento;100;New Orleans;113;22;26;17317;Regular
2802;2013-14 season:;2013.12.23;Orlando;Orlando;98;New York;103;21;21;15105;Regular
2803;2013-14 season:;2013.12.23;San Antonio;San Antonio;112;Toronto;99;22;21;18581;Regular
2804;2013-14 season:;2013.12.23;Memphis;Memphis;104;Utah;94;15;16;16665;Regular
2805;2013-14 season:;2013.12.25;Brooklyn;Brooklyn;78;Chicago;95;19;22;17732;Regular
2806;2013-14 season:;2013.12.25;San Antonio;San Antonio;98;Houston;111;13;16;18581;Regular
2807;2013-14 season:;2013.12.25;Golden State;Golden State;105;LA Clippers;103;22;24;19596;Regular
2808;2013-14 season:;2013.12.25;LA Lakers;LA Lakers;95;Miami;101;19;20;18997;Regular
2809;2013-14 season:;2013.12.25;New York;New York;94;Oklahoma City;123;22;21;19812;Regular
2810;2013-14 season:;2013.12.26;Cleveland;Cleveland;125;Atlanta;127;19;24;18682;Regular
2811;2013-14 season:;2013.12.26;Portland;Portland;116;LA Clippers;112;10;22;20053;Regular
2812;2013-14 season:;2013.12.26;Houston;Houston;100;Memphis;92;19;30;18201;Regular
2813;2013-14 season:;2013.12.26;Dallas;Dallas;107;San Antonio;116;26;25;20305;Regular
2814;2013-14 season:;2013.12.27;New Orleans;New Orleans;105;Denver;89;21;15;18089;Regular
2815;2013-14 season:;2013.12.27;Orlando;Orlando;109;Detroit;92;19;22;16464;Regular
2816;2013-14 season:;2013.12.27;Utah;Utah;105;LA Lakers;103;18;19;19911;Regular
2817;2013-14 season:;2013.12.27;Sacramento;Sacramento;108;Miami;103;21;23;17317;Regular
2818;2013-14 season:;2013.12.27;Brooklyn;Brooklyn;104;Milwaukee;93;23;26;17732;Regular
2819;2013-14 season:;2013.12.27;Charlotte;Charlotte;85;Oklahoma City;89;18;18;18129;Regular
2820;2013-14 season:;2013.12.27;Golden State;Golden State;115;Phoenix;86;25;22;19596;Regular
2821;2013-14 season:;2013.12.27;New York;New York;83;Toronto;95;29;20;19812;Regular
2822;2013-14 season:;2013.12.27;Minnesota;Minnesota;120;Washington;98;12;25;16473;Regular
2823;2013-14 season:;2013.12.28;Indiana;Indiana;105;Brooklyn;91;18;22;18165;Regular
2824;2013-14 season:;2013.12.28;Atlanta;Atlanta;118;Charlotte;116;16;27;15180;Regular
2825;2013-14 season:;2013.12.28;Boston;Boston;103;Cleveland;100;18;21;18624;Regular
2826;2013-14 season:;2013.12.28;Chicago;Chicago;83;Dallas;105;17;20;22099;Regular
2827;2013-14 season:;2013.12.28;Memphis;Memphis;120;Denver;99;22;18;17017;Regular
2828;2013-14 season:;2013.12.28;Washington;Washington;106;Detroit;82;20;18;19336;Regular
2829;2013-14 season:;2013.12.28;Portland;Portland;107;Miami;108;12;13;20071;Regular
2830;2013-14 season:;2013.12.28;Milwaukee;Milwaukee;95;Minnesota;117;20;15;14971;Regular
2831;2013-14 season:;2013.12.28;Houston;Houston;107;New Orleans;98;11;25;18233;Regular
2832;2013-14 season:;2013.12.28;Toronto;Toronto;115;New York;100;22;26;19800;Regular
2833;2013-14 season:;2013.12.28;Phoenix;Phoenix;115;Philadelphia;101;21;24;15623;Regular
2834;2013-14 season:;2013.12.28;LA Clippers;LA Clippers;98;Utah;90;16;27;19278;Regular
2835;2013-14 season:;2013.12.29;Orlando;Orlando;109;Atlanta;102;20;23;15415;Regular
2836;2013-14 season:;2013.12.29;Cleveland;Cleveland;104;Golden State;108;18;28;19384;Regular
2837;2013-14 season:;2013.12.29;Oklahoma City;Oklahoma City;117;Houston;86;24;14;18203;Regular
2838;2013-14 season:;2013.12.29;LA Lakers;LA Lakers;104;Philadelphia;111;20;24;18997;Regular
2839;2013-14 season:;2013.12.29;San Antonio;San Antonio;112;Sacramento;104;17;18;18581;Regular
2840;2013-14 season:;2013.12.30;Utah;Utah;83;Charlotte;80;17;12;19125;Regular
2841;2013-14 season:;2013.12.30;Memphis;Memphis;91;Chicago;95;27;21;17688;Regular
2842;2013-14 season:;2013.12.30;Minnesota;Minnesota;98;Dallas;100;15;20;16111;Regular
2843;2013-14 season:;2013.12.30;Denver;Denver;94;Miami;97;21;13;19155;Regular
2844;2013-14 season:;2013.12.30;LA Clippers;LA Clippers;88;Phoenix;107;23;20;19278;Regular
2845;2013-14 season:;2013.12.30;New Orleans;New Orleans;110;Portland;108;19;13;17035;Regular
2846;2013-14 season:;2013.12.30;Detroit;Detroit;99;Washington;106;24;27;15050;Regular
2847;2013-14 season:;2013.12.31;Boston;Boston;91;Atlanta;92;22;15;18624;Regular
2848;2013-14 season:;2013.12.31;San Antonio;San Antonio;113;Brooklyn;92;17;24;17409;Regular
2849;2013-14 season:;2013.12.31;Indiana;Indiana;91;Cleveland;76;16;22;18165;Regular
2850;2013-14 season:;2013.12.31;Orlando;Orlando;81;Golden State;94;13;13;15062;Regular
2851;2013-14 season:;2013.12.31;LA Lakers;LA Lakers;79;Milwaukee;94;20;16;18997;Regular
2852;2013-14 season:;2013.12.31;Oklahoma City;Oklahoma City;94;Portland;98;20;22;18203;Regular
2853;2013-14 season:;2013.12.31;Houston;Houston;106;Sacramento;110;23;26;18232;Regular
2854;2013-14 season:;2013.12.31;Chicago;Chicago;79;Toronto;85;21;22;21507;Regular
2855;2013-14 season:;2014.01.01;LA Clippers;LA Clippers;112;Charlotte;85;20;13;19160;Regular
2856;2013-14 season:;2014.01.01;Washington;Washington;78;Dallas;87;21;12;15713;Regular
2857;2013-14 season:;2014.01.01;Toronto;Toronto;95;Indiana;82;18;27;18271;Regular
2858;2013-14 season:;2014.01.01;Minnesota;Minnesota;124;New Orleans;112;20;25;14002;Regular
2859;2013-14 season:;2014.01.01;Denver;Denver;102;Philadelphia;114;28;25;16006;Regular
2860;2013-14 season:;2014.01.02;Oklahoma City;Oklahoma City;93;Brooklyn;95;23;20;18203;Regular
2861;2013-14 season:;2014.01.02;Chicago;Chicago;94;Boston;82;19;26;21721;Regular
2862;2013-14 season:;2014.01.02;Portland;Portland;134;Charlotte;104;25;10;20014;Regular
2863;2013-14 season:;2014.01.02;Miami;Miami;114;Golden State;123;19;24;20350;Regular
2864;2013-14 season:;2014.01.02;Phoenix;Phoenix;91;Memphis;99;14;16;14844;Regular
2865;2013-14 season:;2014.01.02;Utah;Utah;96;Milwaukee;87;15;19;16012;Regular
2866;2013-14 season:;2014.01.02;San Antonio;San Antonio;101;New York;105;16;23;18581;Regular
2867;2013-14 season:;2014.01.02;Cleveland;Cleveland;87;Orlando;81;21;20;14248;Regular
2868;2013-14 season:;2014.01.02;Sacramento;Sacramento;104;Philadelphia;113;27;31;16259;Regular
2869;2013-14 season:;2014.01.03;Atlanta;Atlanta;100;Golden State;101;19;17;15210;Regular
2870;2013-14 season:;2014.01.03;Dallas;Dallas;112;LA Clippers;119;25;16;20187;Regular
2871;2013-14 season:;2014.01.03;Denver;Denver;111;Memphis;108;28;21;17608;Regular
2872;2013-14 season:;2014.01.03;Boston;Boston;92;New Orleans;95;21;19;18624;Regular
2873;2013-14 season:;2014.01.03;Houston;Houston;102;New York;100;19;22;18304;Regular
2874;2013-14 season:;2014.01.03;Washington;Washington;88;Toronto;101;14;20;14940;Regular
2875;2013-14 season:;2014.01.03;LA Lakers;LA Lakers;110;Utah;99;25;20;18997;Regular
2876;2013-14 season:;2014.01.04;Chicago;Chicago;91;Atlanta;84;15;20;21539;Regular
2877;2013-14 season:;2014.01.04;Sacramento;Sacramento;103;Charlotte;113;23;19;16410;Regular
2878;2013-14 season:;2014.01.04;Brooklyn;Brooklyn;89;Cleveland;82;18;22;17732;Regular
2879;2013-14 season:;2014.01.04;San Antonio;San Antonio;116;LA Clippers;92;20;24;18581;Regular
2880;2013-14 season:;2014.01.04;Orlando;Orlando;94;Miami;110;24;16;18846;Regular
2881;2013-14 season:;2014.01.04;Phoenix;Phoenix;116;Milwaukee;100;21;20;14344;Regular
2882;2013-14 season:;2014.01.04;Indiana;Indiana;99;New Orleans;82;23;18;18165;Regular
2883;2013-14 season:;2014.01.04;Minnesota;Minnesota;111;Oklahoma City;115;24;29;18065;Regular
2884;2013-14 season:;2014.01.04;Portland;Portland;99;Philadelphia;101;20;25;20004;Regular
2885;2013-14 season:;2014.01.05;Oklahoma City;Oklahoma City;119;Boston;96;16;26;18203;Regular
2886;2013-14 season:;2014.01.05;LA Lakers;LA Lakers;115;Denver;137;18;25;18997;Regular
2887;2013-14 season:;2014.01.05;Washington;Washington;96;Golden State;112;17;15;17390;Regular
2888;2013-14 season:;2014.01.05;Cleveland;Cleveland;78;Indiana;82;25;19;17502;Regular
2889;2013-14 season:;2014.01.05;Detroit;Detroit;84;Memphis;112;20;15;14134;Regular
2890;2013-14 season:;2014.01.05;Dallas;Dallas;80;New York;92;17;18;19892;Regular
2891;2013-14 season:;2014.01.05;Miami;Miami;102;Toronto;97;24;23;20020;Regular
2892;2013-14 season:;2014.01.06;Brooklyn;Brooklyn;91;Atlanta;86;25;23;15326;Regular
2893;2013-14 season:;2014.01.06;Philadelphia;Philadelphia;95;Minnesota;126;22;14;10736;Regular
2894;2013-14 season:;2014.01.06;LA Clippers;LA Clippers;101;Orlando;81;17;20;19060;Regular
2895;2013-14 season:;2014.01.07;Denver;Denver;129;Boston;98;28;28;16224;Regular
2896;2013-14 season:;2014.01.07;New York;New York;89;Detroit;85;22;20;19812;Regular
2897;2013-14 season:;2014.01.07;Milwaukee;Milwaukee;80;Golden State;101;19;22;11739;Regular
2898;2013-14 season:;2014.01.07;Dallas;Dallas;110;LA Lakers;97;17;16;19656;Regular
2899;2013-14 season:;2014.01.07;Miami;Miami;107;New Orleans;88;18;22;20097;Regular
2900;2013-14 season:;2014.01.07;Utah;Utah;112;Oklahoma City;101;20;27;18547;Regular
2901;2013-14 season:;2014.01.07;Cleveland;Cleveland;111;Philadelphia;93;27;18;13344;Regular
2902;2013-14 season:;2014.01.07;Chicago;Chicago;92;Phoenix;87;18;21;21181;Regular
2903;2013-14 season:;2014.01.07;Sacramento;Sacramento;123;Portland;119;25;37;15518;Regular
2904;2013-14 season:;2014.01.07;Memphis;Memphis;108;San Antonio;110;24;16;15916;Regular
2905;2013-14 season:;2014.01.07;Indiana;Indiana;86;Toronto;79;19;25;16147;Regular
2906;2013-14 season:;2014.01.07;Charlotte;Charlotte;83;Washington;97;13;20;12079;Regular
2907;2013-14 season:;2014.01.08;LA Clippers;LA Clippers;111;Boston;105;23;30;19214;Regular
2908;2013-14 season:;2014.01.08;San Antonio;San Antonio;112;Dallas;90;10;19;18581;Regular
2909;2013-14 season:;2014.01.08;Toronto;Toronto;112;Detroit;91;30;26;16194;Regular
2910;2013-14 season:;2014.01.08;Brooklyn;Brooklyn;102;Golden State;98;20;27;17732;Regular
2911;2013-14 season:;2014.01.08;Atlanta;Atlanta;97;Indiana;87;14;21;15169;Regular
2912;2013-14 season:;2014.01.08;Houston;Houston;113;LA Lakers;99;19;32;18229;Regular
2913;2013-14 season:;2014.01.08;Portland;Portland;110;Orlando;94;16;12;18949;Regular
2914;2013-14 season:;2014.01.08;Minnesota;Minnesota;103;Phoenix;104;18;30;12202;Regular
2915;2013-14 season:;2014.01.08;New Orleans;New Orleans;96;Washington;102;24;23;17557;Regular
2916;2013-14 season:;2014.01.09;New York;New York;102;Miami;92;19;13;19812;Regular
2917;2013-14 season:;2014.01.09;Denver;Denver;101;Oklahoma City;88;26;20;17315;Regular
2918;2013-14 season:;2014.01.10;Golden State;Golden State;99;Boston;97;18;25;19596;Regular
2919;2013-14 season:;2014.01.10;Minnesota;Minnesota;119;Charlotte;92;16;17;13767;Regular
2920;2013-14 season:;2014.01.10;Milwaukee;Milwaukee;72;Chicago;81;29;19;15148;Regular
2921;2013-14 season:;2014.01.10;Utah;Utah;102;Cleveland;113;17;20;18480;Regular
2922;2013-14 season:;2014.01.10;New Orleans;New Orleans;90;Dallas;107;17;17;16533;Regular
2923;2013-14 season:;2014.01.10;Philadelphia;Philadelphia;104;Detroit;114;19;19;13742;Regular
2924;2013-14 season:;2014.01.10;Atlanta;Atlanta;83;Houston;80;17;18;13115;Regular
2925;2013-14 season:;2014.01.10;LA Clippers;LA Clippers;123;LA Lakers;87;23;26;19316;Regular
2926;2013-14 season:;2014.01.10;Brooklyn;Brooklyn;104;Miami;95;22;24;17732;Regular
2927;2013-14 season:;2014.01.10;Sacramento;Sacramento;103;Orlando;83;22;19;15694;Regular
2928;2013-14 season:;2014.01.10;Memphis;Memphis;104;Phoenix;99;11;23;17049;Regular
2929;2013-14 season:;2014.01.10;Indiana;Indiana;93;Washington;66;22;25;18165;Regular
2930;2013-14 season:;2014.01.11;Toronto;Toronto;96;Brooklyn;80;21;26;19800;Regular
2931;2013-14 season:;2014.01.11;Portland;Portland;112;Boston;104;14;22;20011;Regular
2932;2013-14 season:;2014.01.11;Chicago;Chicago;103;Charlotte;97;19;23;21413;Regular
2933;2013-14 season:;2014.01.11;Washington;Washington;107;Houston;114;32;25;17454;Regular
2934;2013-14 season:;2014.01.11;Oklahoma City;Oklahoma City;101;Milwaukee;85;16;23;18203;Regular
2935;2013-14 season:;2014.01.11;Dallas;Dallas;110;New Orleans;107;23;33;20116;Regular
2936;2013-14 season:;2014.01.11;Philadelphia;Philadelphia;92;New York;102;20;20;16278;Regular
2937;2013-14 season:;2014.01.11;Denver;Denver;120;Orlando;94;21;19;17947;Regular
2938;2013-14 season:;2014.01.11;Detroit;Detroit;110;Phoenix;108;19;23;15224;Regular
2939;2013-14 season:;2014.01.12;Memphis;Memphis;108;Atlanta;101;17;16;16841;Regular
2940;2013-14 season:;2014.01.12;Sacramento;Sacramento;124;Cleveland;80;23;23;16072;Regular
2941;2013-14 season:;2014.01.12;San Antonio;San Antonio;104;Minnesota;86;19;13;18098;Regular
2942;2013-14 season:;2014.01.13;Utah;Utah;118;Denver;103;24;22;17232;Regular
2943;2013-14 season:;2014.01.13;Boston;Boston;92;Houston;104;26;16;17750;Regular
2944;2013-14 season:;2014.01.13;Toronto;Toronto;116;Milwaukee;94;23;21;15819;Regular
2945;2013-14 season:;2014.01.13;Dallas;Dallas;107;Orlando;88;16;18;19695;Regular
2946;2013-14 season:;2014.01.13;New York;New York;98;Phoenix;96;30;25;19812;Regular
2947;2013-14 season:;2014.01.13;New Orleans;New Orleans;95;San Antonio;101;23;19;15552;Regular
2948;2013-14 season:;2014.01.13;Chicago;Chicago;88;Washington;102;21;17;21287;Regular
2949;2013-14 season:;2014.01.14;LA Lakers;LA Lakers;118;Cleveland;120;21;22;18997;Regular
2950;2013-14 season:;2014.01.14;Charlotte;Charlotte;108;New York;98;20;23;15156;Regular
2951;2013-14 season:;2014.01.14;Memphis;Memphis;90;Oklahoma City;87;21;27;17177;Regular
2952;2013-14 season:;2014.01.14;Indiana;Indiana;116;Sacramento;92;17;21;17530;Regular
2953;2013-14 season:;2014.01.15;Philadelphia;Philadelphia;95;Charlotte;92;22;20;10106;Regular
2954;2013-14 season:;2014.01.15;Orlando;Orlando;125;Chicago;128;28;22;16489;Regular
2955;2013-14 season:;2014.01.15;Portland;Portland;108;Cleveland;96;12;21;19998;Regular
2956;2013-14 season:;2014.01.15;LA Clippers;LA Clippers;129;Dallas;127;17;24;19208;Regular
2957;2013-14 season:;2014.01.15;Golden State;Golden State;116;Denver;123;21;27;19596;Regular
2958;2013-14 season:;2014.01.15;New Orleans;New Orleans;100;Houston;103;34;28;15918;Regular
2959;2013-14 season:;2014.01.15;Phoenix;Phoenix;121;LA Lakers;114;21;22;16022;Regular
2960;2013-14 season:;2014.01.15;Milwaukee;Milwaukee;77;Memphis;82;19;17;11379;Regular
2961;2013-14 season:;2014.01.15;Washington;Washington;114;Miami;97;19;19;20356;Regular
2962;2013-14 season:;2014.01.15;Minnesota;Minnesota;108;Sacramento;111;23;22;12399;Regular
2963;2013-14 season:;2014.01.15;Boston;Boston;88;Toronto;83;22;29;17569;Regular
2964;2013-14 season:;2014.01.15;San Antonio;San Antonio;109;Utah;105;18;20;17917;Regular
2965;2013-14 season:;2014.01.16;London, England;FALSE;0;FALSE;0;NA;NA;NA;Regular
2966;2013-14 season:;2014.01.16;Indiana;Indiana;117;New York;89;19;22;18165;Regular
2967;2013-14 season:;2014.01.16;Houston;Houston;92;Oklahoma City;104;20;26;18231;Regular
2968;2013-14 season:;2014.01.17;Orlando;Orlando;101;Charlotte;111;22;15;16164;Regular
2969;2013-14 season:;2014.01.17;Washington;Washington;96;Chicago;93;17;15;17005;Regular
2970;2013-14 season:;2014.01.17;Denver;Denver;109;Cleveland;117;28;19;18486;Regular
2971;2013-14 season:;2014.01.17;Phoenix;Phoenix;107;Dallas;110;17;21;16486;Regular
2972;2013-14 season:;2014.01.17;Oklahoma City;Oklahoma City;127;Golden State;121;26;29;18203;Regular
2973;2013-14 season:;2014.01.17;New York;New York;95;LA Clippers;109;32;27;19812;Regular
2974;2013-14 season:;2014.01.17;Boston;Boston;104;LA Lakers;107;19;13;18624;Regular
2975;2013-14 season:;2014.01.17;Philadelphia;Philadelphia;86;Miami;101;18;25;19286;Regular
2976;2013-14 season:;2014.01.17;Toronto;Toronto;94;Minnesota;89;21;21;19800;Regular
2977;2013-14 season:;2014.01.17;San Antonio;San Antonio;100;Portland;109;17;23;18581;Regular
2978;2013-14 season:;2014.01.17;Memphis;Memphis;91;Sacramento;90;23;16;17212;Regular
2979;2013-14 season:;2014.01.17;Detroit;Detroit;89;Utah;110;19;22;18528;Regular
2980;2013-14 season:;2014.01.18;Washington;Washington;98;Detroit;104;26;24;17039;Regular
2981;2013-14 season:;2014.01.18;New Orleans;New Orleans;87;Golden State;97;17;20;18045;Regular
2982;2013-14 season:;2014.01.18;Indiana;Indiana;106;LA Clippers;92;25;18;18165;Regular
2983;2013-14 season:;2014.01.18;Charlotte;Charlotte;96;Miami;104;23;23;19631;Regular
2984;2013-14 season:;2014.01.18;Houston;Houston;114;Milwaukee;104;19;24;18082;Regular
2985;2013-14 season:;2014.01.18;Chicago;Chicago;103;Philadelphia;78;15;20;21710;Regular
2986;2013-14 season:;2014.01.18;Dallas;Dallas;111;Portland;127;23;20;20375;Regular
2987;2013-14 season:;2014.01.18;Minnesota;Minnesota;98;Utah;72;24;25;17111;Regular
2988;2013-14 season:;2014.01.19;Orlando;Orlando;93;Boston;91;18;25;17548;Regular
2989;2013-14 season:;2014.01.19;Phoenix;Phoenix;117;Denver;103;20;23;16211;Regular
2990;2013-14 season:;2014.01.19;Toronto;Toronto;106;LA Lakers;112;21;13;17706;Regular
2991;2013-14 season:;2014.01.19;San Antonio;San Antonio;110;Milwaukee;82;16;18;18096;Regular
2992;2013-14 season:;2014.01.19;Oklahoma City;Oklahoma City;108;Sacramento;93;24;22;18203;Regular
2993;2013-14 season:;2014.01.20;New York;New York;80;Brooklyn;103;17;27;19812;Regular
2994;2013-14 season:;2014.01.20;Cleveland;Cleveland;97;Dallas;102;24;25;18762;Regular
2995;2013-14 season:;2014.01.20;Golden State;Golden State;94;Indiana;102;22;19;19596;Regular
2996;2013-14 season:;2014.01.20;Detroit;Detroit;103;LA Clippers;112;28;19;17417;Regular
2997;2013-14 season:;2014.01.20;Chicago;Chicago;102;LA Lakers;100;18;20;21626;Regular
2998;2013-14 season:;2014.01.20;Atlanta;Atlanta;121;Miami;114;26;26;19262;Regular
2999;2013-14 season:;2014.01.20;Memphis;Memphis;92;New Orleans;95;20;22;17485;Regular
3000;2013-14 season:;2014.01.20;Washington;Washington;107;Philadelphia;99;28;25;18650;Regular
3001;2013-14 season:;2014.01.20;Houston;Houston;126;Portland;113;18;23;18135;Regular
3002;2013-14 season:;2014.01.20;Charlotte;Charlotte;100;Toronto;95;9;24;14929;Regular
3003;2013-14 season:;2014.01.21;Miami;Miami;93;Boston;86;18;19;19619;Regular
3004;2013-14 season:;2014.01.21;Utah;Utah;97;Minnesota;112;23;19;16387;Regular
3005;2013-14 season:;2014.01.21;Brooklyn;Brooklyn;101;Orlando;90;16;14;15482;Regular
3006;2013-14 season:;2014.01.21;Oklahoma City;Oklahoma City;105;Portland;97;14;12;18203;Regular
3007;2013-14 season:;2014.01.21;New Orleans;New Orleans;97;Sacramento;114;28;25;16459;Regular
3008;2013-14 season:;2014.01.22;Orlando;Orlando;109;Atlanta;112;23;13;16713;Regular
