"","Season","Date","Location","HomeTeam","HomeScore","AwayTeam","AwayScore","AwayPenalty","HomePenalty","Weekday","HomeSeason","AwaySeason","Attendance","Attendancein1000s","RegularPlayoff","Homewin","ClosedDoors","RelativeCap"
"1","2011-12 season:",2011-10-06,"Toronto","Toronto",2,"Montreal",0,8,10,5,"2011-12 season: Toronto","2011-12 season: Montreal",19606,19.606,"R",1,0,1.04181943780222
"2","2011-12 season:",2011-10-06,"Boston","Boston",1,"Philadelphia",2,14,10,5,"2011-12 season: Boston","2011-12 season: Philadelphia",17565,17.565,"R",0,0,1
"3","2011-12 season:",2011-10-06,"Vancouver","Vancouver",3,"Pittsburgh",4,6,6,5,"2011-12 season: Vancouver","2011-12 season: Pittsburgh",18860,18.86,"R",0,0,0.997355896351137
"4","2011-12 season:",2011-10-07,"Helsinki","FALSE",0,"FALSE",0,NA,NA,6,"2011-12 season: FALSE","2011-12 season: FALSE",NA,NA,"R",NA,0,NA
"5","2011-12 season:",2011-10-07,"Dallas","Dallas",2,"Chicago",1,4,8,6,"2011-12 season: Dallas","2011-12 season: Chicago",15285,15.285,"R",1,0,0.824789553205267
"6","2011-12 season:",2011-10-07,"Stockholm","FALSE",0,"FALSE",0,NA,NA,6,"2011-12 season: FALSE","2011-12 season: FALSE",NA,NA,"R",NA,0,NA
"7","2011-12 season:",2011-10-07,"Columbus","Columbus",2,"Nashville",3,10,6,6,"2011-12 season: Columbus","2011-12 season: Nashville",18247,18.247,"R",0,0,1.00567680776014
"8","2011-12 season:",2011-10-07,"Detroit","Detroit",5,"Ottawa",3,10,6,6,"2011-12 season: Detroit","2011-12 season: Ottawa",20066,20.066,"R",1,0,1.02823469126313
"9","2011-12 season:",2011-10-07,"Carolina","Carolina",1,"Tampa Bay",5,10,12,6,"2011-12 season: Carolina","2011-12 season: Tampa Bay",18680,18.68,"R",0,0,1
"10","2011-12 season:",2011-10-08,"Berlin","FALSE",0,"FALSE",0,NA,NA,7,"2011-12 season: FALSE","2011-12 season: FALSE",NA,NA,"R",NA,0,NA
"11","2011-12 season:",2011-10-08,"Washington","Washington",4,"Carolina",3,10,8,7,"2011-12 season: Washington","2011-12 season: Carolina",18506,18.506,"R",1,0,1
"12","2011-12 season:",2011-10-08,"Minnesota","Minnesota",4,"Columbus",2,8,12,7,"2011-12 season: Minnesota","2011-12 season: Columbus",19040,19.04,"R",1,0,1.06048791355687
"13","2011-12 season:",2011-10-08,"Chicago","Chicago",5,"Dallas",2,29,25,7,"2011-12 season: Chicago","2011-12 season: Dallas",18007,18.007,"R",1,0,0.913272810265253
"14","2011-12 season:",2011-10-08,"Colorado","Colorado",0,"Detroit",3,6,8,7,"2011-12 season: Colorado","2011-12 season: Detroit",18007,18.007,"R",0,0,1.01111797405806
"15","2011-12 season:",2011-10-08,"NY Islanders","NY Islanders",0,"Florida",2,23,17,7,"2011-12 season: NY Islanders","2011-12 season: Florida",16234,16.234,"R",0,0,0.948635540232572
"16","2011-12 season:",2011-10-08,"Stockholm","FALSE",0,"FALSE",0,NA,NA,7,"2011-12 season: FALSE","2011-12 season: FALSE",NA,NA,"R",NA,0,NA
"17","2011-12 season:",2011-10-08,"St Louis","St Louis",2,"Nashville",4,15,13,7,"2011-12 season: St Louis","2011-12 season: Nashville",19150,19.15,"R",0,0,1.05824491600354
"18","2011-12 season:",2011-10-08,"Toronto","Toronto",6,"Ottawa",5,40,28,7,"2011-12 season: Toronto","2011-12 season: Ottawa",19324,19.324,"R",1,0,1.02683458207131
"19","2011-12 season:",2011-10-08,"New Jersey","New Jersey",0,"Philadelphia",3,15,41,7,"2011-12 season: New Jersey","2011-12 season: Philadelphia",17625,17.625,"R",0,0,1.06727625045416
"20","2011-12 season:",2011-10-08,"San Jose","San Jose",6,"Arizona",3,14,16,7,"2011-12 season: San Jose","2011-12 season: Arizona",17562,17.562,"R",1,0,1
"21","2011-12 season:",2011-10-08,"Calgary","Calgary",3,"Pittsburgh",5,14,18,7,"2011-12 season: Calgary","2011-12 season: Pittsburgh",19289,19.289,"R",0,0,1
"22","2011-12 season:",2011-10-08,"Boston","Boston",4,"Tampa Bay",1,16,16,7,"2011-12 season: Boston","2011-12 season: Tampa Bay",17565,17.565,"R",1,0,1
"23","2011-12 season:",2011-10-09,"Winnipeg","Winnipeg",1,"Montreal",5,16,10,1,"2011-12 season: Winnipeg","2011-12 season: Montreal",15004,15.004,"R",0,0,0.979309444553228
"24","2011-12 season:",2011-10-09,"Edmonton","Edmonton",2,"Pittsburgh",1,12,31,1,"2011-12 season: Edmonton","2011-12 season: Pittsburgh",16839,16.839,"R",1,0,0.917806725895242
"25","2011-12 season:",2011-10-10,"St Louis","St Louis",5,"Calgary",2,10,8,2,"2011-12 season: St Louis","2011-12 season: Calgary",19150,19.15,"R",1,0,1.05824491600354
"26","2011-12 season:",2011-10-10,"New Jersey","New Jersey",4,"Carolina",2,14,14,2,"2011-12 season: New Jersey","2011-12 season: Carolina",12096,12.096,"R",1,0,0.732469419886157
"27","2011-12 season:",2011-10-10,"Boston","Boston",0,"Colorado",1,6,8,2,"2011-12 season: Boston","2011-12 season: Colorado",17565,17.565,"R",0,0,1
"28","2011-12 season:",2011-10-10,"NY Islanders","NY Islanders",2,"Minnesota",1,8,16,2,"2011-12 season: NY Islanders","2011-12 season: Minnesota",11278,11.278,"R",1,0,0.659031145912464
"29","2011-12 season:",2011-10-10,"Dallas","Dallas",2,"Arizona",1,19,19,2,"2011-12 season: Dallas","2011-12 season: Arizona",6306,6.306,"R",1,0,0.340276278868983
"30","2011-12 season:",2011-10-10,"Washington","Washington",6,"Tampa Bay",5,14,10,2,"2011-12 season: Washington","2011-12 season: Tampa Bay",18506,18.506,"R",1,0,1
"31","2011-12 season:",2011-10-10,"Columbus","Columbus",2,"Vancouver",3,12,10,2,"2011-12 season: Columbus","2011-12 season: Vancouver",9187,9.187,"R",0,0,0.506338183421517
"32","2011-12 season:",2011-10-11,"Pittsburgh","Pittsburgh",4,"Florida",2,8,10,3,"2011-12 season: Pittsburgh","2011-12 season: Florida",18503,18.503,"R",1,0,1.00630880513406
"33","2011-12 season:",2011-10-11,"Ottawa","Ottawa",4,"Minnesota",3,15,21,3,"2011-12 season: Ottawa","2011-12 season: Minnesota",19455,19.455,"R",1,0,1.11984113279226
"34","2011-12 season:",2011-10-12,"Carolina","Carolina",3,"Boston",2,8,10,4,"2011-12 season: Carolina","2011-12 season: Boston",16483,16.483,"R",1,0,0.882387580299786
"35","2011-12 season:",2011-10-12,"Columbus","Columbus",2,"Colorado",3,15,15,4,"2011-12 season: Columbus","2011-12 season: Colorado",8986,8.986,"R",0,0,0.495260141093474
"36","2011-12 season:",2011-10-12,"Philadelphia","Philadelphia",5,"Vancouver",4,10,14,4,"2011-12 season: Philadelphia","2011-12 season: Vancouver",19632,19.632,"R",1,0,1.00455406027734
"37","2011-12 season:",2011-10-13,"Montreal","Montreal",1,"Calgary",4,8,8,5,"2011-12 season: Montreal","2011-12 season: Calgary",21273,21.273,"R",0,0,0.998638625481175
"38","2011-12 season:",2011-10-13,"Ottawa","Ottawa",1,"Colorado",7,13,17,5,"2011-12 season: Ottawa","2011-12 season: Colorado",19239,19.239,"R",0,0,1.10740804696944
"39","2011-12 season:",2011-10-13,"Minnesota","Minnesota",2,"Edmonton",1,12,8,5,"2011-12 season: Minnesota","2011-12 season: Edmonton",15878,15.878,"R",1,0,0.884371170769745
"40","2011-12 season:",2011-10-13,"New Jersey","New Jersey",2,"Los Angeles",1,4,2,5,"2011-12 season: New Jersey","2011-12 season: Los Angeles",12256,12.256,"R",1,0,0.74215816882645
"41","2011-12 season:",2011-10-13,"Nashville","Nashville",2,"Arizona",5,6,4,5,"2011-12 season: Nashville","2011-12 season: Arizona",17113,17.113,"R",0,0,1
"42","2011-12 season:",2011-10-13,"Dallas","Dallas",3,"St Louis",2,31,29,5,"2011-12 season: Dallas","2011-12 season: St Louis",7949,7.949,"R",1,0,0.428933736240017
"43","2011-12 season:",2011-10-13,"NY Islanders","NY Islanders",5,"Tampa Bay",1,10,8,5,"2011-12 season: NY Islanders","2011-12 season: Tampa Bay",9759,9.759,"R",1,0,0.570268217144861
"44","2011-12 season:",2011-10-13,"Detroit","Detroit",2,"Vancouver",0,21,15,5,"2011-12 season: Detroit","2011-12 season: Vancouver",20066,20.066,"R",1,0,1.02823469126313
"45","2011-12 season:",2011-10-13,"Pittsburgh","Pittsburgh",2,"Washington",3,15,7,5,"2011-12 season: Pittsburgh","2011-12 season: Washington",18512,18.512,"R",0,0,1.00679828139446
"46","2011-12 season:",2011-10-13,"Chicago","Chicago",4,"Winnipeg",3,6,4,5,"2011-12 season: Chicago","2011-12 season: Winnipeg",21175,21.175,"R",1,0,1.07394634072121
"47","2011-12 season:",2011-10-14,"Buffalo","Buffalo",3,"Carolina",4,19,19,6,"2011-12 season: Buffalo","2011-12 season: Carolina",18690,18.69,"R",0,0,0.980073413738857
"48","2011-12 season:",2011-10-14,"Anaheim","Anaheim",1,"San Jose",0,6,10,6,"2011-12 season: Anaheim","2011-12 season: San Jose",17243,17.243,"R",1,0,1.0040177011762
"49","2011-12 season:",2011-10-15,"Chicago","Chicago",2,"Boston",3,11,11,7,"2011-12 season: Chicago","2011-12 season: Boston",22073,22.073,"R",0,0,1.11949079474565
"50","2011-12 season:",2011-10-15,"Pittsburgh","Pittsburgh",2,"Buffalo",3,4,2,7,"2011-12 season: Pittsburgh","2011-12 season: Buffalo",18562,18.562,"R",0,0,1.00951759395225
"51","2011-12 season:",2011-10-15,"Toronto","Toronto",3,"Calgary",2,15,13,7,"2011-12 season: Toronto","2011-12 season: Calgary",19410,19.41,"R",1,0,1.03140443169138
"52","2011-12 season:",2011-10-15,"Dallas","Dallas",4,"Columbus",2,10,12,7,"2011-12 season: Dallas","2011-12 season: Columbus",8305,8.305,"R",1,0,0.448143751349018
"53","2011-12 season:",2011-10-15,"Montreal","Montreal",5,"Colorado",6,8,10,7,"2011-12 season: Montreal","2011-12 season: Colorado",21273,21.273,"R",0,0,0.998638625481175
"54","2011-12 season:",2011-10-15,"Minnesota","Minnesota",2,"Detroit",3,2,6,7,"2011-12 season: Minnesota","2011-12 season: Detroit",17104,17.104,"R",0,0,0.952656789573354
"55","2011-12 season:",2011-10-15,"Philadelphia","Philadelphia",2,"Los Angeles",3,43,33,7,"2011-12 season: Philadelphia","2011-12 season: Los Angeles",19644,19.644,"R",0,0,1.00516809087653
"56","2011-12 season:",2011-10-15,"Nashville","Nashville",2,"New Jersey",3,16,21,7,"2011-12 season: Nashville","2011-12 season: New Jersey",16234,16.234,"R",0,0,0.948635540232572
"57","2011-12 season:",2011-10-15,"NY Islanders","NY Islanders",4,"NY Rangers",2,16,8,7,"2011-12 season: NY Islanders","2011-12 season: NY Rangers",16234,16.234,"R",1,0,0.948635540232572
"58","2011-12 season:",2011-10-15,"Washington","Washington",2,"Ottawa",1,6,2,7,"2011-12 season: Washington","2011-12 season: Ottawa",18506,18.506,"R",1,0,1
"59","2011-12 season:",2011-10-15,"San Jose","San Jose",2,"St Louis",4,6,8,7,"2011-12 season: San Jose","2011-12 season: St Louis",17562,17.562,"R",0,0,1
"60","2011-12 season:",2011-10-15,"Florida","Florida",3,"Tampa Bay",2,31,23,7,"2011-12 season: Florida","2011-12 season: Tampa Bay",18352,18.352,"R",1,0,0.953350649350649
"61","2011-12 season:",2011-10-15,"Edmonton","Edmonton",3,"Vancouver",4,20,16,7,"2011-12 season: Edmonton","2011-12 season: Vancouver",16839,16.839,"R",0,0,0.917806725895242
"62","2011-12 season:",2011-10-15,"Arizona","Arizona",4,"Winnipeg",1,10,8,7,"2011-12 season: Arizona","2011-12 season: Winnipeg",17132,17.132,"R",1,0,1.00040875912409
"63","2011-12 season:",2011-10-16,"Anaheim","Anaheim",4,"St Louis",2,10,10,1,"2011-12 season: Anaheim","2011-12 season: St Louis",14555,14.555,"R",1,0,0.847502037964365
"64","2011-12 season:",2011-10-17,"San Jose","San Jose",2,"Anaheim",3,17,21,2,"2011-12 season: San Jose","2011-12 season: Anaheim",17562,17.562,"R",0,0,1
"65","2011-12 season:",2011-10-17,"Toronto","Toronto",2,"Colorado",3,8,4,2,"2011-12 season: Toronto","2011-12 season: Colorado",19359,19.359,"R",0,0,1.0286944045911
"66","2011-12 season:",2011-10-17,"Tampa Bay","Tampa Bay",4,"Florida",7,11,33,2,"2011-12 season: Tampa Bay","2011-12 season: Florida",19204,19.204,"R",0,0,1.00586633144773
"67","2011-12 season:",2011-10-17,"Edmonton","Edmonton",3,"Nashville",1,10,10,2,"2011-12 season: Edmonton","2011-12 season: Nashville",16839,16.839,"R",1,0,0.917806725895242
"68","2011-12 season:",2011-10-17,"Winnipeg","Winnipeg",2,"Pittsburgh",1,22,18,2,"2011-12 season: Winnipeg","2011-12 season: Pittsburgh",15004,15.004,"R",1,0,0.979309444553228
"69","2011-12 season:",2011-10-18,"Montreal","Montreal",1,"Buffalo",3,15,7,3,"2011-12 season: Montreal","2011-12 season: Buffalo",21273,21.273,"R",0,0,0.998638625481175
"70","2011-12 season:",2011-10-18,"Boston","Boston",1,"Carolina",4,22,70,3,"2011-12 season: Boston","2011-12 season: Carolina",17565,17.565,"R",0,0,1
"71","2011-12 season:",2011-10-18,"Arizona","Arizona",2,"Chicago",5,6,10,3,"2011-12 season: Arizona","2011-12 season: Chicago",11051,11.051,"R",0,0,0.645313868613139
"72","2011-12 season:",2011-10-18,"Columbus","Columbus",2,"Dallas",3,15,9,3,"2011-12 season: Columbus","2011-12 season: Dallas",9158,9.158,"R",0,0,0.504739858906526
"73","2011-12 season:",2011-10-18,"Calgary","Calgary",2,"Edmonton",1,16,22,3,"2011-12 season: Calgary","2011-12 season: Edmonton",19289,19.289,"R",1,0,1
"74","2011-12 season:",2011-10-18,"Washington","Washington",3,"Florida",0,4,6,3,"2011-12 season: Washington","2011-12 season: Florida",18506,18.506,"R",1,0,1
"75","2011-12 season:",2011-10-18,"Vancouver","Vancouver",0,"NY Rangers",4,31,23,3,"2011-12 season: Vancouver","2011-12 season: NY Rangers",18860,18.86,"R",0,0,0.997355896351137
"76","2011-12 season:",2011-10-18,"Ottawa","Ottawa",2,"Philadelphia",7,25,29,3,"2011-12 season: Ottawa","2011-12 season: Philadelphia",18059,18.059,"R",0,0,1.03948655960398
"77","2011-12 season:",2011-10-18,"Minnesota","Minnesota",2,"Pittsburgh",4,10,4,3,"2011-12 season: Minnesota","2011-12 season: Pittsburgh",17297,17.297,"R",0,0,0.963406483234934
"78","2011-12 season:",2011-10-18,"Los Angeles","Los Angeles",5,"St Louis",0,8,8,3,"2011-12 season: Los Angeles","2011-12 season: St Louis",18118,18.118,"R",1,0,0.993856280855732
"79","2011-12 season:",2011-10-19,"Toronto","Toronto",4,"Winnipeg",3,8,8,4,"2011-12 season: Toronto","2011-12 season: Winnipeg",19514,19.514,"R",1,0,1.03693076146448
"80","2011-12 season:",2011-10-20,"Florida","Florida",0,"Buffalo",3,7,11,5,"2011-12 season: Florida","2011-12 season: Buffalo",14811,14.811,"R",0,0,0.769402597402597
"81","2011-12 season:",2011-10-20,"Colorado","Colorado",1,"Chicago",3,4,4,5,"2011-12 season: Colorado","2011-12 season: Chicago",17523,17.523,"R",0,0,0.983940704138357
"82","2011-12 season:",2011-10-20,"Arizona","Arizona",0,"Los Angeles",2,11,11,5,"2011-12 season: Arizona","2011-12 season: Los Angeles",7128,7.128,"R",0,0,0.416233576642336
"83","2011-12 season:",2011-10-20,"Edmonton","Edmonton",1,"Minnesota",2,9,13,5,"2011-12 season: Edmonton","2011-12 season: Minnesota",16839,16.839,"R",0,0,0.917806725895242
"84","2011-12 season:",2011-10-20,"Pittsburgh","Pittsburgh",3,"Montreal",1,10,8,5,"2011-12 season: Pittsburgh","2011-12 season: Montreal",18403,18.403,"R",1,0,1.00087018001849
"85","2011-12 season:",2011-10-20,"Tampa Bay","Tampa Bay",4,"NY Islanders",1,8,6,5,"2011-12 season: Tampa Bay","2011-12 season: NY Islanders",18181,18.181,"R",1,0,0.952283679027865
"86","2011-12 season:",2011-10-20,"Calgary","Calgary",2,"NY Rangers",3,32,16,5,"2011-12 season: Calgary","2011-12 season: NY Rangers",19289,19.289,"R",0,0,1
"87","2011-12 season:",2011-10-20,"Vancouver","Vancouver",5,"Nashville",1,30,18,5,"2011-12 season: Vancouver","2011-12 season: Nashville",18860,18.86,"R",1,0,0.997355896351137
"88","2011-12 season:",2011-10-20,"Boston","Boston",6,"Toronto",2,17,13,5,"2011-12 season: Boston","2011-12 season: Toronto",17565,17.565,"R",1,0,1
"89","2011-12 season:",2011-10-20,"Philadelphia","Philadelphia",2,"Washington",5,8,14,5,"2011-12 season: Philadelphia","2011-12 season: Washington",19658,19.658,"R",0,0,1.00588445990892
"90","2011-12 season:",2011-10-20,"Ottawa","Ottawa",4,"Winnipeg",1,10,10,5,"2011-12 season: Ottawa","2011-12 season: Winnipeg",17919,17.919,"R",1,0,1.03142807805215
"91","2011-12 season:",2011-10-21,"St Louis","St Louis",3,"Carolina",2,2,4,6,"2011-12 season: St Louis","2011-12 season: Carolina",19150,19.15,"R",1,0,1.05824491600354
"92","2011-12 season:",2011-10-21,"Detroit","Detroit",5,"Columbus",2,19,17,6,"2011-12 season: Detroit","2011-12 season: Columbus",20066,20.066,"R",1,0,1.02823469126313
"93","2011-12 season:",2011-10-21,"Anaheim","Anaheim",1,"Dallas",3,10,4,6,"2011-12 season: Anaheim","2011-12 season: Dallas",12919,12.919,"R",0,0,0.752241760801211
"94","2011-12 season:",2011-10-21,"New Jersey","New Jersey",3,"San Jose",4,13,15,6,"2011-12 season: New Jersey","2011-12 season: San Jose",14319,14.319,"R",0,0,0.867082475475354
"95","2011-12 season:",2011-10-22,"Tampa Bay","Tampa Bay",3,"Buffalo",0,4,8,7,"2011-12 season: Tampa Bay","2011-12 season: Buffalo",19204,19.204,"R",1,0,1.00586633144773
"96","2011-12 season:",2011-10-22,"Winnipeg","Winnipeg",5,"Carolina",3,14,14,7,"2011-12 season: Winnipeg","2011-12 season: Carolina",15004,15.004,"R",1,0,0.979309444553228
"97","2011-12 season:",2011-10-22,"Ottawa","Ottawa",4,"Columbus",3,4,18,7,"2011-12 season: Ottawa","2011-12 season: Columbus",18867,18.867,"R",1,0,1.08599551027456
"98","2011-12 season:",2011-10-22,"Chicago","Chicago",4,"Colorado",5,6,0,7,"2011-12 season: Chicago","2011-12 season: Colorado",21328,21.328,"R",0,0,1.081706141908
"99","2011-12 season:",2011-10-22,"Los Angeles","Los Angeles",1,"Dallas",0,11,11,7,"2011-12 season: Los Angeles","2011-12 season: Dallas",18118,18.118,"R",1,0,0.993856280855732
"100","2011-12 season:",2011-10-22,"Washington","Washington",7,"Detroit",1,8,8,7,"2011-12 season: Washington","2011-12 season: Detroit",18506,18.506,"R",1,0,1
"101","2011-12 season:",2011-10-22,"Vancouver","Vancouver",3,"Minnesota",2,11,13,7,"2011-12 season: Vancouver","2011-12 season: Minnesota",18860,18.86,"R",1,0,0.997355896351137
"102","2011-12 season:",2011-10-22,"Pittsburgh","Pittsburgh",4,"New Jersey",1,12,4,7,"2011-12 season: Pittsburgh","2011-12 season: New Jersey",18535,18.535,"R",1,0,1.00804916517104
"103","2011-12 season:",2011-10-22,"Florida","Florida",4,"NY Islanders",2,9,15,7,"2011-12 season: Florida","2011-12 season: NY Islanders",15411,15.411,"R",1,0,0.800571428571429
"104","2011-12 season:",2011-10-22,"Edmonton","Edmonton",2,"NY Rangers",0,13,15,7,"2011-12 season: Edmonton","2011-12 season: NY Rangers",16839,16.839,"R",1,0,0.917806725895242
"105","2011-12 season:",2011-10-22,"Calgary","Calgary",0,"Nashville",2,8,6,7,"2011-12 season: Calgary","2011-12 season: Nashville",19289,19.289,"R",0,0,1
"106","2011-12 season:",2011-10-22,"Boston","Boston",2,"San Jose",4,9,7,7,"2011-12 season: Boston","2011-12 season: San Jose",17565,17.565,"R",0,0,1
"107","2011-12 season:",2011-10-22,"Philadelphia","Philadelphia",2,"St Louis",4,13,11,7,"2011-12 season: Philadelphia","2011-12 season: St Louis",19593,19.593,"R",0,0,1.00255846082996
"108","2011-12 season:",2011-10-22,"Montreal","Montreal",4,"Toronto",5,8,14,7,"2011-12 season: Montreal","2011-12 season: Toronto",21273,21.273,"R",0,0,0.998638625481175
"109","2011-12 season:",2011-10-23,"Anaheim","Anaheim",4,"Arizona",5,13,11,1,"2011-12 season: Anaheim","2011-12 season: Arizona",13240,13.24,"R",0,0,0.770932805403517
"110","2011-12 season:",2011-10-24,"Montreal","Montreal",1,"Florida",2,6,6,2,"2011-12 season: Montreal","2011-12 season: Florida",21273,21.273,"R",0,0,0.998638625481175
"111","2011-12 season:",2011-10-24,"Winnipeg","Winnipeg",1,"NY Rangers",2,7,15,2,"2011-12 season: Winnipeg","2011-12 season: NY Rangers",15004,15.004,"R",0,0,0.979309444553228
"112","2011-12 season:",2011-10-24,"Philadelphia","Philadelphia",4,"Toronto",2,12,8,2,"2011-12 season: Philadelphia","2011-12 season: Toronto",19569,19.569,"R",1,0,1.00133039963158
"113","2011-12 season:",2011-10-25,"Chicago","Chicago",3,"Anaheim",2,11,17,3,"2011-12 season: Chicago","2011-12 season: Anaheim",21247,21.247,"R",1,0,1.07759801186793
"114","2011-12 season:",2011-10-25,"Arizona","Arizona",2,"Dallas",3,8,8,3,"2011-12 season: Arizona","2011-12 season: Dallas",6948,6.948,"R",0,0,0.405722627737226
"115","2011-12 season:",2011-10-25,"Columbus","Columbus",4,"Detroit",1,14,6,3,"2011-12 season: Columbus","2011-12 season: Detroit",15100,15.1,"R",1,0,0.832231040564374
"116","2011-12 season:",2011-10-25,"Los Angeles","Los Angeles",0,"New Jersey",3,2,4,3,"2011-12 season: Los Angeles","2011-12 season: New Jersey",18118,18.118,"R",0,0,0.993856280855732
"117","2011-12 season:",2011-10-25,"Carolina","Carolina",2,"Ottawa",3,8,2,3,"2011-12 season: Carolina","2011-12 season: Ottawa",12083,12.083,"R",0,0,0.646841541755889
"118","2011-12 season:",2011-10-25,"NY Islanders","NY Islanders",0,"Pittsburgh",3,6,6,3,"2011-12 season: NY Islanders","2011-12 season: Pittsburgh",10681,10.681,"R",0,0,0.624145386548238
"119","2011-12 season:",2011-10-25,"Nashville","Nashville",1,"San Jose",3,8,4,3,"2011-12 season: Nashville","2011-12 season: San Jose",15121,15.121,"R",0,0,0.883597265236954
"120","2011-12 season:",2011-10-25,"Buffalo","Buffalo",3,"Tampa Bay",4,13,13,3,"2011-12 season: Buffalo","2011-12 season: Tampa Bay",18690,18.69,"R",0,0,0.980073413738857
"121","2011-12 season:",2011-10-25,"Edmonton","Edmonton",3,"Vancouver",2,6,8,3,"2011-12 season: Edmonton","2011-12 season: Vancouver",16839,16.839,"R",1,0,0.917806725895242
"122","2011-12 season:",2011-10-26,"Calgary","Calgary",4,"Colorado",2,6,4,4,"2011-12 season: Calgary","2011-12 season: Colorado",19289,19.289,"R",1,0,1
"123","2011-12 season:",2011-10-26,"Montreal","Montreal",5,"Philadelphia",1,22,20,4,"2011-12 season: Montreal","2011-12 season: Philadelphia",21273,21.273,"R",1,0,0.998638625481175
"124","2011-12 season:",2011-10-26,"Vancouver","Vancouver",0,"St Louis",3,4,6,4,"2011-12 season: Vancouver","2011-12 season: St Louis",18860,18.86,"R",0,0,0.997355896351137
"125","2011-12 season:",2011-10-27,"Minnesota","Minnesota",2,"Anaheim",3,10,12,5,"2011-12 season: Minnesota","2011-12 season: Anaheim",15723,15.723,"R",0,0,0.875737997103709
"126","2011-12 season:",2011-10-27,"Buffalo","Buffalo",4,"Columbus",2,18,24,5,"2011-12 season: Buffalo","2011-12 season: Columbus",18690,18.69,"R",1,0,0.980073413738857
"127","2011-12 season:",2011-10-27,"Ottawa","Ottawa",4,"Florida",3,6,10,5,"2011-12 season: Ottawa","2011-12 season: Florida",18165,18.165,"R",1,0,1.04558798135037
"128","2011-12 season:",2011-10-27,"Dallas","Dallas",3,"Los Angeles",5,12,14,5,"2011-12 season: Dallas","2011-12 season: Los Angeles",8443,8.443,"R",0,0,0.455590330239586
"129","2011-12 season:",2011-10-27,"Boston","Boston",1,"Montreal",2,21,13,5,"2011-12 season: Boston","2011-12 season: Montreal",17565,17.565,"R",0,0,1
"130","2011-12 season:",2011-10-27,"Arizona","Arizona",5,"New Jersey",3,8,2,5,"2011-12 season: Arizona","2011-12 season: New Jersey",7434,7.434,"R",1,0,0.434102189781022
"131","2011-12 season:",2011-10-27,"Pittsburgh","Pittsburgh",3,"NY Islanders",2,14,6,5,"2011-12 season: Pittsburgh","2011-12 season: NY Islanders",18461,18.461,"R",1,0,1.00402458258552
"132","2011-12 season:",2011-10-27,"Nashville","Nashville",5,"Tampa Bay",3,8,6,5,"2011-12 season: Nashville","2011-12 season: Tampa Bay",18200,18.2,"R",1,0,1.06351896219249
"133","2011-12 season:",2011-10-27,"NY Rangers","NY Rangers",2,"Toronto",4,13,15,5,"2011-12 season: NY Rangers","2011-12 season: Toronto",18200,18.2,"R",0,0,1.01077418638232
"134","2011-12 season:",2011-10-27,"Edmonton","Edmonton",2,"Washington",1,18,12,5,"2011-12 season: Edmonton","2011-12 season: Washington",16839,16.839,"R",1,0,0.917806725895242
"135","2011-12 season:",2011-10-27,"Philadelphia","Philadelphia",8,"Winnipeg",9,12,12,5,"2011-12 season: Philadelphia","2011-12 season: Winnipeg",19588,19.588,"R",0,0,1.00230261474697
"136","2011-12 season:",2011-10-28,"Carolina","Carolina",3,"Chicago",0,12,8,6,"2011-12 season: Carolina","2011-12 season: Chicago",16056,16.056,"R",1,0,0.859528907922912
"137","2011-12 season:",2011-10-28,"Colorado","Colorado",1,"Edmonton",3,15,25,6,"2011-12 season: Colorado","2011-12 season: Edmonton",15057,15.057,"R",0,0,0.845471390869785
"138","2011-12 season:",2011-10-28,"Detroit","Detroit",2,"San Jose",4,10,8,6,"2011-12 season: Detroit","2011-12 season: San Jose",20066,20.066,"R",0,0,1.02823469126313
"139","2011-12 season:",2011-10-28,"Calgary","Calgary",3,"St Louis",1,6,6,6,"2011-12 season: Calgary","2011-12 season: St Louis",19289,19.289,"R",1,0,1
"140","2011-12 season:",2011-10-29,"Nashville","Nashville",3,"Anaheim",0,26,16,7,"2011-12 season: Nashville","2011-12 season: Anaheim",16395,16.395,"R",1,0,0.958043592590428
"141","2011-12 season:",2011-10-29,"Montreal","Montreal",4,"Boston",2,19,9,7,"2011-12 season: Montreal","2011-12 season: Boston",21273,21.273,"R",1,0,0.998638625481175
"142","2011-12 season:",2011-10-29,"Philadelphia","Philadelphia",5,"Carolina",1,10,6,7,"2011-12 season: Philadelphia","2011-12 season: Carolina",19683,19.683,"R",1,0,1.0071636903239
"143","2011-12 season:",2011-10-29,"Chicago","Chicago",5,"Columbus",2,10,10,7,"2011-12 season: Chicago","2011-12 season: Columbus",21114,21.114,"R",1,0,1.07085256377745
"144","2011-12 season:",2011-10-29,"Minnesota","Minnesota",1,"Detroit",0,10,8,7,"2011-12 season: Minnesota","2011-12 season: Detroit",17233,17.233,"R",1,0,0.95984181797928
"145","2011-12 season:",2011-10-29,"Buffalo","Buffalo",2,"Florida",3,23,12,7,"2011-12 season: Buffalo","2011-12 season: Florida",18690,18.69,"R",0,0,0.980073413738857
"146","2011-12 season:",2011-10-29,"Arizona","Arizona",3,"Los Angeles",2,6,10,7,"2011-12 season: Arizona","2011-12 season: Los Angeles",10379,10.379,"R",1,0,0.60607299270073
"147","2011-12 season:",2011-10-29,"Dallas","Dallas",3,"New Jersey",1,6,8,7,"2011-12 season: Dallas","2011-12 season: New Jersey",11740,11.74,"R",1,0,0.633498812864235
