"","Season","Date","Location","HomeTeam","HomeScore","AwayTeam","AwayScore","AwayPenalty","HomePenalty","Weekday","HomeSeason","AwaySeason","Attendance","Attendancein1000s","RegularPlayoff","Homewin","ClosedDoors","RelativeCap"
"10569","2019-20 season:",2019-12-07,"Calgary","Calgary",4,"Los Angeles",3,23,21,7,"2019-20 season: Calgary","2019-20 season: Los Angeles",19080,19.08,"R",1,0,0.989164808958474
"10570","2019-20 season:",2019-12-07,"Dallas","Dallas",3,"NY Islanders",1,4,2,7,"2019-20 season: Dallas","2019-20 season: NY Islanders",18532,18.532,"R",1,0,1
"10571","2019-20 season:",2019-12-07,"Detroit","Detroit",3,"Pittsburgh",5,6,4,7,"2019-20 season: Detroit","2019-20 season: Pittsburgh",19515,19.515,"R",0,0,1
"10572","2019-20 season:",2019-12-07,"Florida","Florida",4,"Columbus",1,13,11,7,"2019-20 season: Florida","2019-20 season: Columbus",11640,11.64,"R",1,0,0.604675324675325
"10573","2019-20 season:",2019-12-07,"Nashville","Nashville",6,"New Jersey",4,12,8,7,"2019-20 season: Nashville","2019-20 season: New Jersey",17418,17.418,"R",1,0,1.0178227078829
"10574","2019-20 season:",2019-12-07,"Philadelphia","Philadelphia",4,"Ottawa",3,16,16,7,"2019-20 season: Philadelphia","2019-20 season: Ottawa",18031,18.031,"R",1,0,0.922632144501868
"10575","2019-20 season:",2019-12-07,"St Louis","St Louis",2,"Toronto",5,13,9,7,"2019-20 season: St Louis","2019-20 season: Toronto",18096,18.096,"R",0,0,1
"10576","2019-20 season:",2019-12-07,"Tampa Bay","Tampa Bay",7,"San Jose",1,8,8,7,"2019-20 season: Tampa Bay","2019-20 season: San Jose",19092,19.092,"R",1,0,1
"10577","2019-20 season:",2019-12-07,"Vancouver","Vancouver",6,"Buffalo",5,4,8,7,"2019-20 season: Vancouver","2019-20 season: Buffalo",18871,18.871,"R",1,0,0.997937599153887
"10578","2019-20 season:",2019-12-08,"Chicago","Chicago",3,"Arizona",4,9,27,1,"2019-20 season: Chicago","2019-20 season: Arizona",21232,21.232,"R",0,0,1.0768372470457
"10579","2019-20 season:",2019-12-08,"Edmonton","Edmonton",2,"Buffalo",3,6,6,1,"2019-20 season: Edmonton","2019-20 season: Buffalo",17227,17.227,"R",0,0,0.938954597481877
"10580","2019-20 season:",2019-12-08,"Florida","Florida",5,"San Jose",1,23,11,1,"2019-20 season: Florida","2019-20 season: San Jose",11340,11.34,"R",1,0,0.589090909090909
"10581","2019-20 season:",2019-12-08,"Vegas","Vegas",0,"NY Rangers",5,13,15,1,"2019-20 season: Vegas","2019-20 season: NY Rangers",18236,18.236,"R",0,0,1.04997696913865
"10582","2019-20 season:",2019-12-08,"Winnipeg","Winnipeg",3,"Anaheim",2,13,9,1,"2019-20 season: Winnipeg","2019-20 season: Anaheim",15325,15.325,"R",1,0,1.000261079564
"10583","2019-20 season:",2019-12-09,"Colorado","Colorado",4,"Calgary",5,4,6,2,"2019-20 season: Colorado","2019-20 season: Calgary",17588,17.588,"R",0,0,0.987590544106912
"10584","2019-20 season:",2019-12-09,"Ottawa","Ottawa",5,"Boston",2,6,10,2,"2019-20 season: Ottawa","2019-20 season: Boston",13894,13.894,"R",1,0,0.799746733436942
"10585","2019-20 season:",2019-12-09,"Tampa Bay","Tampa Bay",1,"NY Islanders",5,10,8,2,"2019-20 season: Tampa Bay","2019-20 season: NY Islanders",19092,19.092,"R",0,0,1
"10586","2019-20 season:",2019-12-09,"Washington","Washington",2,"Columbus",5,6,10,2,"2019-20 season: Washington","2019-20 season: Columbus",18573,18.573,"R",0,0,1.00362044742246
"10587","2019-20 season:",2019-12-10,"Arizona","Arizona",2,"Calgary",5,4,8,3,"2019-20 season: Arizona","2019-20 season: Calgary",11198,11.198,"R",0,0,0.653897810218978
"10588","2019-20 season:",2019-12-10,"Buffalo","Buffalo",5,"St Louis",2,4,4,3,"2019-20 season: Buffalo","2019-20 season: St Louis",16521,16.521,"R",1,0,0.866334556895648
"10589","2019-20 season:",2019-12-10,"Dallas","Dallas",2,"New Jersey",0,10,6,3,"2019-20 season: Dallas","2019-20 season: New Jersey",18134,18.134,"R",1,0,0.97852363479387
"10590","2019-20 season:",2019-12-10,"Edmonton","Edmonton",3,"Carolina",6,10,18,3,"2019-20 season: Edmonton","2019-20 season: Carolina",16175,16.175,"R",0,0,0.881615522973783
"10591","2019-20 season:",2019-12-10,"Florida","Florida",1,"Tampa Bay",2,6,4,3,"2019-20 season: Florida","2019-20 season: Tampa Bay",10685,10.685,"R",0,0,0.555064935064935
"10592","2019-20 season:",2019-12-10,"Los Angeles","Los Angeles",3,"NY Rangers",1,12,14,3,"2019-20 season: Los Angeles","2019-20 season: NY Rangers",17826,17.826,"R",1,0,0.977838727372463
"10593","2019-20 season:",2019-12-10,"Minnesota","Minnesota",2,"Anaheim",3,15,11,3,"2019-20 season: Minnesota","2019-20 season: Anaheim",17154,17.154,"R",0,0,0.955441684304333
"10594","2019-20 season:",2019-12-10,"Nashville","Nashville",3,"San Jose",1,39,33,3,"2019-20 season: Nashville","2019-20 season: San Jose",17160,17.16,"R",1,0,1.0027464500672
"10595","2019-20 season:",2019-12-10,"Pittsburgh","Pittsburgh",1,"Montreal",4,2,2,3,"2019-20 season: Pittsburgh","2019-20 season: Montreal",18422,18.422,"R",0,0,1.00190351879045
"10596","2019-20 season:",2019-12-10,"Vancouver","Vancouver",1,"Toronto",4,4,4,3,"2019-20 season: Vancouver","2019-20 season: Toronto",18290,18.29,"R",0,0,0.967213114754098
"10597","2019-20 season:",2019-12-10,"Vegas","Vegas",5,"Chicago",1,4,8,3,"2019-20 season: Vegas","2019-20 season: Chicago",18319,18.319,"R",1,0,1.05475587286965
"10598","2019-20 season:",2019-12-10,"Winnipeg","Winnipeg",5,"Detroit",1,18,16,3,"2019-20 season: Winnipeg","2019-20 season: Detroit",15325,15.325,"R",1,0,1.000261079564
"10599","2019-20 season:",2019-12-11,"Colorado","Colorado",3,"Philadelphia",1,4,4,4,"2019-20 season: Colorado","2019-20 season: Philadelphia",17905,17.905,"R",1,0,1.00539053287664
"10600","2019-20 season:",2019-12-11,"Montreal","Montreal",3,"Ottawa",2,10,14,4,"2019-20 season: Montreal","2019-20 season: Ottawa",21055,21.055,"R",1,0,0.988404844615529
"10601","2019-20 season:",2019-12-11,"Washington","Washington",3,"Boston",2,13,17,4,"2019-20 season: Washington","2019-20 season: Boston",18573,18.573,"R",1,0,1.00362044742246
"10602","2019-20 season:",2019-12-12,"Anaheim","Anaheim",1,"Los Angeles",2,11,11,5,"2019-20 season: Anaheim","2019-20 season: Los Angeles",16008,16.008,"R",0,0,0.932106672877606
"10603","2019-20 season:",2019-12-12,"Arizona","Arizona",5,"Chicago",2,8,6,5,"2019-20 season: Arizona","2019-20 season: Chicago",13150,13.15,"R",1,0,0.767883211678832
"10604","2019-20 season:",2019-12-12,"Buffalo","Buffalo",4,"Nashville",3,2,4,5,"2019-20 season: Buffalo","2019-20 season: Nashville",17211,17.211,"R",1,0,0.902517042475092
"10605","2019-20 season:",2019-12-12,"Calgary","Calgary",4,"Toronto",2,2,6,5,"2019-20 season: Calgary","2019-20 season: Toronto",19289,19.289,"R",1,0,1
"10606","2019-20 season:",2019-12-12,"Detroit","Detroit",5,"Winnipeg",2,8,2,5,"2019-20 season: Detroit","2019-20 season: Winnipeg",18832,18.832,"R",1,0,0.965001281065847
"10607","2019-20 season:",2019-12-12,"Florida","Florida",1,"NY Islanders",3,21,13,5,"2019-20 season: Florida","2019-20 season: NY Islanders",12609,12.609,"R",0,0,0.655012987012987
"10608","2019-20 season:",2019-12-12,"Minnesota","Minnesota",6,"Edmonton",5,7,9,5,"2019-20 season: Minnesota","2019-20 season: Edmonton",17271,17.271,"R",1,0,0.961958337974825
"10609","2019-20 season:",2019-12-12,"Pittsburgh","Pittsburgh",1,"Columbus",0,6,2,5,"2019-20 season: Pittsburgh","2019-20 season: Columbus",18415,18.415,"R",1,0,1.00152281503236
"10610","2019-20 season:",2019-12-12,"San Jose","San Jose",3,"NY Rangers",6,4,6,5,"2019-20 season: San Jose","2019-20 season: NY Rangers",16381,16.381,"R",0,0,0.932752533879968
"10611","2019-20 season:",2019-12-12,"St Louis","St Louis",4,"Vegas",2,0,6,5,"2019-20 season: St Louis","2019-20 season: Vegas",18096,18.096,"R",1,0,1
"10612","2019-20 season:",2019-12-12,"Tampa Bay","Tampa Bay",3,"Boston",2,13,11,5,"2019-20 season: Tampa Bay","2019-20 season: Boston",19092,19.092,"R",1,0,1
"10613","2019-20 season:",2019-12-12,"Vancouver","Vancouver",1,"Carolina",0,10,8,5,"2019-20 season: Vancouver","2019-20 season: Carolina",18626,18.626,"R",1,0,0.984981491274458
"10614","2019-20 season:",2019-12-13,"Colorado","Colorado",3,"New Jersey",1,10,8,6,"2019-20 season: Colorado","2019-20 season: New Jersey",18034,18.034,"R",1,0,1.01263406142961
"10615","2019-20 season:",2019-12-13,"Dallas","Dallas",2,"Vegas",3,4,4,6,"2019-20 season: Dallas","2019-20 season: Vegas",18532,18.532,"R",0,0,1
"10616","2019-20 season:",2019-12-14,"Anaheim","Anaheim",4,"NY Rangers",3,10,6,7,"2019-20 season: Anaheim","2019-20 season: NY Rangers",17125,17.125,"R",1,0,0.997146849889368
"10617","2019-20 season:",2019-12-14,"Arizona","Arizona",1,"New Jersey",2,6,6,7,"2019-20 season: Arizona","2019-20 season: New Jersey",17125,17.125,"R",0,0,1
"10618","2019-20 season:",2019-12-14,"Calgary","Calgary",0,"Carolina",4,12,8,7,"2019-20 season: Calgary","2019-20 season: Carolina",18853,18.853,"R",0,0,0.977396443568873
"10619","2019-20 season:",2019-12-14,"Edmonton","Edmonton",1,"Toronto",4,4,2,7,"2019-20 season: Edmonton","2019-20 season: Toronto",18347,18.347,"R",0,0,1
"10620","2019-20 season:",2019-12-14,"Florida","Florida",2,"Boston",4,6,6,7,"2019-20 season: Florida","2019-20 season: Boston",15157,15.157,"R",0,0,0.787376623376623
"10621","2019-20 season:",2019-12-14,"Minnesota","Minnesota",4,"Philadelphia",1,15,11,7,"2019-20 season: Minnesota","2019-20 season: Philadelphia",17140,17.14,"R",1,0,0.954661913779659
"10622","2019-20 season:",2019-12-14,"Montreal","Montreal",1,"Detroit",2,6,12,7,"2019-20 season: Montreal","2019-20 season: Detroit",21302,21.302,"R",0,0,1
"10623","2019-20 season:",2019-12-14,"Nashville","Nashville",1,"Dallas",4,6,4,7,"2019-20 season: Nashville","2019-20 season: Dallas",17586,17.586,"R",0,0,1.02763980599544
"10624","2019-20 season:",2019-12-14,"NY Islanders","NY Islanders",3,"Buffalo",2,8,8,7,"2019-20 season: NY Islanders","2019-20 season: Buffalo",13795,13.795,"R",1,0,0.806112312277216
"10625","2019-20 season:",2019-12-14,"Ottawa","Ottawa",4,"Columbus",3,11,13,7,"2019-20 season: Ottawa","2019-20 season: Columbus",11020,11.02,"R",1,0,0.634317619294307
"10626","2019-20 season:",2019-12-14,"Pittsburgh","Pittsburgh",5,"Los Angeles",4,15,13,7,"2019-20 season: Pittsburgh","2019-20 season: Los Angeles",18581,18.581,"R",1,0,1.01055093272421
"10627","2019-20 season:",2019-12-14,"San Jose","San Jose",4,"Vancouver",2,6,8,7,"2019-20 season: San Jose","2019-20 season: Vancouver",16242,16.242,"R",1,0,0.924837717799795
"10628","2019-20 season:",2019-12-14,"St Louis","St Louis",4,"Chicago",3,6,8,7,"2019-20 season: St Louis","2019-20 season: Chicago",18096,18.096,"R",1,0,1
"10629","2019-20 season:",2019-12-14,"Tampa Bay","Tampa Bay",2,"Washington",5,10,4,7,"2019-20 season: Tampa Bay","2019-20 season: Washington",19092,19.092,"R",0,0,1
"10630","2019-20 season:",2019-12-15,"Chicago","Chicago",5,"Minnesota",3,6,4,1,"2019-20 season: Chicago","2019-20 season: Minnesota",21513,21.513,"R",1,0,1.09108890804889
"10631","2019-20 season:",2019-12-15,"Detroit","Detroit",2,"Los Angeles",4,6,6,1,"2019-20 season: Detroit","2019-20 season: Los Angeles",18540,18.54,"R",0,0,0.950038431975403
"10632","2019-20 season:",2019-12-15,"Vegas","Vegas",6,"Vancouver",3,12,8,1,"2019-20 season: Vegas","2019-20 season: Vancouver",18066,18.066,"R",1,0,1.0401888530631
"10633","2019-20 season:",2019-12-15,"Winnipeg","Winnipeg",7,"Philadelphia",3,21,4,1,"2019-20 season: Winnipeg","2019-20 season: Philadelphia",15325,15.325,"R",1,0,1.000261079564
"10634","2019-20 season:",2019-12-16,"Columbus","Columbus",3,"Washington",0,11,25,2,"2019-20 season: Columbus","2019-20 season: Washington",16602,16.602,"R",1,0,0.915013227513228
"10635","2019-20 season:",2019-12-16,"Dallas","Dallas",1,"Edmonton",2,6,12,2,"2019-20 season: Dallas","2019-20 season: Edmonton",18096,18.096,"R",0,0,0.976473127563134
"10636","2019-20 season:",2019-12-16,"Florida","Florida",6,"Ottawa",1,16,8,2,"2019-20 season: Florida","2019-20 season: Ottawa",10448,10.448,"R",1,0,0.542753246753247
"10637","2019-20 season:",2019-12-16,"NY Rangers","NY Rangers",2,"Nashville",5,10,16,2,"2019-20 season: NY Rangers","2019-20 season: Nashville",17286,17.286,"R",0,0,0.96001332889037
"10638","2019-20 season:",2019-12-16,"St Louis","St Louis",5,"Colorado",2,8,6,2,"2019-20 season: St Louis","2019-20 season: Colorado",18096,18.096,"R",1,0,1
"10639","2019-20 season:",2019-12-17,"Boston","Boston",3,"Los Angeles",4,6,2,3,"2019-20 season: Boston","2019-20 season: Los Angeles",17850,17.85,"R",0,0,1.01622544833476
"10640","2019-20 season:",2019-12-17,"Calgary","Calgary",1,"Pittsburgh",4,2,6,3,"2019-20 season: Calgary","2019-20 season: Pittsburgh",18412,18.412,"R",0,0,0.95453367204106
"10641","2019-20 season:",2019-12-17,"Detroit","Detroit",3,"Columbus",5,6,4,3,"2019-20 season: Detroit","2019-20 season: Columbus",17639,17.639,"R",0,0,0.903868818857289
"10642","2019-20 season:",2019-12-17,"NY Islanders","NY Islanders",3,"Nashville",8,18,34,3,"2019-20 season: NY Islanders","2019-20 season: Nashville",12114,12.114,"R",0,0,0.707882896043943
"10643","2019-20 season:",2019-12-17,"Philadelphia","Philadelphia",4,"Anaheim",1,11,17,3,"2019-20 season: Philadelphia","2019-20 season: Anaheim",18449,18.449,"R",1,0,0.944020877040373
"10644","2019-20 season:",2019-12-17,"San Jose","San Jose",2,"Arizona",3,8,6,3,"2019-20 season: San Jose","2019-20 season: Arizona",16076,16.076,"R",0,0,0.91538549140189
"10645","2019-20 season:",2019-12-17,"Tampa Bay","Tampa Bay",4,"Ottawa",3,2,8,3,"2019-20 season: Tampa Bay","2019-20 season: Ottawa",19092,19.092,"R",1,0,1
"10646","2019-20 season:",2019-12-17,"Toronto","Toronto",5,"Buffalo",3,2,4,3,"2019-20 season: Toronto","2019-20 season: Buffalo",19365,19.365,"R",1,0,1.02901323130878
"10647","2019-20 season:",2019-12-17,"Vancouver","Vancouver",1,"Montreal",3,8,4,3,"2019-20 season: Vancouver","2019-20 season: Montreal",18220,18.22,"R",0,0,0.96351136964569
"10648","2019-20 season:",2019-12-17,"Vegas","Vegas",3,"Minnesota",2,2,10,3,"2019-20 season: Vegas","2019-20 season: Minnesota",18220,18.22,"R",1,0,1.04905573468448
"10649","2019-20 season:",2019-12-17,"Winnipeg","Winnipeg",3,"Carolina",6,4,4,3,"2019-20 season: Winnipeg","2019-20 season: Carolina",15325,15.325,"R",0,0,1.000261079564
"10650","2019-20 season:",2019-12-18,"Chicago","Chicago",1,"Colorado",4,6,4,4,"2019-20 season: Chicago","2019-20 season: Colorado",21481,21.481,"R",0,0,1.08946594309479
"10651","2019-20 season:",2019-12-18,"New Jersey","New Jersey",3,"Anaheim",1,13,9,4,"2019-20 season: New Jersey","2019-20 season: Anaheim",13936,13.936,"R",1,0,0.843890032699528
"10652","2019-20 season:",2019-12-18,"St Louis","St Louis",2,"Edmonton",1,10,8,4,"2019-20 season: St Louis","2019-20 season: Edmonton",18096,18.096,"R",1,0,1
"10653","2019-20 season:",2019-12-19,"Arizona","Arizona",5,"Minnesota",8,12,8,5,"2019-20 season: Arizona","2019-20 season: Minnesota",15582,15.582,"R",0,0,0.909897810218978
"10654","2019-20 season:",2019-12-19,"Boston","Boston",2,"NY Islanders",3,10,4,5,"2019-20 season: Boston","2019-20 season: NY Islanders",17850,17.85,"R",0,0,1.01622544833476
"10655","2019-20 season:",2019-12-19,"Columbus","Columbus",3,"Los Angeles",2,8,4,5,"2019-20 season: Columbus","2019-20 season: Los Angeles",17117,17.117,"R",1,0,0.943397266313933
"10656","2019-20 season:",2019-12-19,"Calgary","Calgary",3,"Montreal",4,4,6,5,"2019-20 season: Calgary","2019-20 season: Montreal",19172,19.172,"R",0,0,0.993934366737519
"10657","2019-20 season:",2019-12-19,"Colorado","Colorado",1,"Carolina",3,12,6,5,"2019-20 season: Colorado","2019-20 season: Carolina",18015,18.015,"R",0,0,1.01156718513111
"10658","2019-20 season:",2019-12-19,"Ottawa","Ottawa",5,"Nashville",4,8,4,5,"2019-20 season: Ottawa","2019-20 season: Nashville",10407,10.407,"R",1,0,0.59903298221378
"10659","2019-20 season:",2019-12-19,"Philadelphia","Philadelphia",6,"Buffalo",1,12,6,5,"2019-20 season: Philadelphia","2019-20 season: Buffalo",18124,18.124,"R",1,0,0.927390881645602
"10660","2019-20 season:",2019-12-19,"Tampa Bay","Tampa Bay",3,"Dallas",4,8,4,5,"2019-20 season: Tampa Bay","2019-20 season: Dallas",19092,19.092,"R",0,0,1
"10661","2019-20 season:",2019-12-19,"Vancouver","Vancouver",5,"Vegas",4,14,6,5,"2019-20 season: Vancouver","2019-20 season: Vegas",18871,18.871,"R",1,0,0.997937599153887
"10662","2019-20 season:",2019-12-19,"Winnipeg","Winnipeg",1,"Chicago",4,4,4,5,"2019-20 season: Winnipeg","2019-20 season: Chicago",15325,15.325,"R",0,0,1.000261079564
"10663","2019-20 season:",2019-12-20,"Edmonton","Edmonton",2,"Pittsburgh",5,6,4,6,"2019-20 season: Edmonton","2019-20 season: Pittsburgh",18347,18.347,"R",0,0,1
"10664","2019-20 season:",2019-12-20,"Florida","Florida",7,"Dallas",4,8,6,6,"2019-20 season: Florida","2019-20 season: Dallas",14040,14.04,"R",1,0,0.729350649350649
"10665","2019-20 season:",2019-12-20,"New Jersey","New Jersey",3,"Washington",6,13,9,6,"2019-20 season: New Jersey","2019-20 season: Washington",15021,15.021,"R",0,0,0.90959186145089
"10666","2019-20 season:",2019-12-20,"NY Rangers","NY Rangers",3,"Toronto",6,6,6,6,"2019-20 season: NY Rangers","2019-20 season: Toronto",16909,16.909,"R",0,0,0.939075863601022
"10667","2019-20 season:",2019-12-21,"Boston","Boston",3,"Nashville",4,8,6,7,"2019-20 season: Boston","2019-20 season: Nashville",17850,17.85,"R",0,0,1.01622544833476
"10668","2019-20 season:",2019-12-21,"Buffalo","Buffalo",3,"Los Angeles",2,6,4,7,"2019-20 season: Buffalo","2019-20 season: Los Angeles",17484,17.484,"R",1,0,0.916832721552176
"10669","2019-20 season:",2019-12-21,"Carolina","Carolina",2,"Florida",4,10,10,7,"2019-20 season: Carolina","2019-20 season: Florida",18224,18.224,"R",0,0,0.97558886509636
"10670","2019-20 season:",2019-12-21,"Columbus","Columbus",5,"New Jersey",1,14,10,7,"2019-20 season: Columbus","2019-20 season: New Jersey",17188,17.188,"R",1,0,0.947310405643739
"10671","2019-20 season:",2019-12-21,"Colorado","Colorado",3,"Chicago",5,11,11,7,"2019-20 season: Colorado","2019-20 season: Chicago",18056,18.056,"R",0,0,1.01386939188051
"10672","2019-20 season:",2019-12-21,"Edmonton","Edmonton",4,"Montreal",3,15,7,7,"2019-20 season: Edmonton","2019-20 season: Montreal",18347,18.347,"R",1,0,1
"10673","2019-20 season:",2019-12-21,"Minnesota","Minnesota",0,"Winnipeg",6,13,15,7,"2019-20 season: Minnesota","2019-20 season: Winnipeg",17319,17.319,"R",0,0,0.964631836916565
"10674","2019-20 season:",2019-12-21,"NY Islanders","NY Islanders",5,"Anaheim",6,6,8,7,"2019-20 season: NY Islanders","2019-20 season: Anaheim",13917,13.917,"R",0,0,0.813241395430375
"10675","2019-20 season:",2019-12-21,"Ottawa","Ottawa",4,"Philadelphia",5,8,10,7,"2019-20 season: Ottawa","2019-20 season: Philadelphia",11203,11.203,"R",0,0,0.644851205894204
"10676","2019-20 season:",2019-12-21,"San Jose","San Jose",2,"St Louis",5,6,4,7,"2019-20 season: San Jose","2019-20 season: St Louis",16065,16.065,"R",0,0,0.914759139050222
"10677","2019-20 season:",2019-12-21,"Toronto","Toronto",4,"Detroit",1,17,23,7,"2019-20 season: Toronto","2019-20 season: Detroit",19080,19.08,"R",1,0,1.01386896221903
"10678","2019-20 season:",2019-12-21,"Vancouver","Vancouver",4,"Pittsburgh",1,10,10,7,"2019-20 season: Vancouver","2019-20 season: Pittsburgh",18285,18.285,"R",1,0,0.966948704389212
"10679","2019-20 season:",2019-12-21,"Washington","Washington",3,"Tampa Bay",1,6,14,7,"2019-20 season: Washington","2019-20 season: Tampa Bay",18573,18.573,"R",1,0,1.00362044742246
"10680","2019-20 season:",2019-12-22,"Dallas","Dallas",1,"Calgary",5,18,12,1,"2019-20 season: Dallas","2019-20 season: Calgary",18532,18.532,"R",0,0,1
"10681","2019-20 season:",2019-12-22,"Detroit","Detroit",2,"Arizona",5,6,0,1,"2019-20 season: Detroit","2019-20 season: Arizona",19515,19.515,"R",0,0,1
"10682","2019-20 season:",2019-12-22,"NY Rangers","NY Rangers",5,"Anaheim",1,31,29,1,"2019-20 season: NY Rangers","2019-20 season: Anaheim",17465,17.465,"R",1,0,0.96995445962457
"10683","2019-20 season:",2019-12-22,"San Jose","San Jose",1,"Vegas",3,10,10,1,"2019-20 season: San Jose","2019-20 season: Vegas",17015,17.015,"R",0,0,0.968853205785218
"10684","2019-20 season:",2019-12-23,"Boston","Boston",7,"Washington",3,26,14,2,"2019-20 season: Boston","2019-20 season: Washington",17850,17.85,"R",1,0,1.01622544833476
"10685","2019-20 season:",2019-12-23,"Chicago","Chicago",1,"New Jersey",7,31,13,2,"2019-20 season: Chicago","2019-20 season: New Jersey",21559,21.559,"R",0,0,1.09342192017041
"10686","2019-20 season:",2019-12-23,"Los Angeles","Los Angeles",1,"St Louis",4,10,4,2,"2019-20 season: Los Angeles","2019-20 season: St Louis",18230,18.23,"R",0,0,1
"10687","2019-20 season:",2019-12-23,"Minnesota","Minnesota",3,"Calgary",0,0,2,2,"2019-20 season: Minnesota","2019-20 season: Calgary",17596,17.596,"R",1,0,0.980060153726189
"10688","2019-20 season:",2019-12-23,"Nashville","Nashville",3,"Arizona",2,2,4,2,"2019-20 season: Nashville","2019-20 season: Arizona",17697,17.697,"R",1,0,1.03412610296266
"10689","2019-20 season:",2019-12-23,"NY Islanders","NY Islanders",2,"Columbus",3,6,6,2,"2019-20 season: NY Islanders","2019-20 season: Columbus",13917,13.917,"R",0,0,0.813241395430375
"10690","2019-20 season:",2019-12-23,"Ottawa","Ottawa",3,"Buffalo",1,4,4,2,"2019-20 season: Ottawa","2019-20 season: Buffalo",11838,11.838,"R",1,0,0.681402175790019
"10691","2019-20 season:",2019-12-23,"Philadelphia","Philadelphia",5,"NY Rangers",1,12,8,2,"2019-20 season: Philadelphia","2019-20 season: NY Rangers",19776,19.776,"R",1,0,1.01192242746764
"10692","2019-20 season:",2019-12-23,"Tampa Bay","Tampa Bay",6,"Florida",1,8,8,2,"2019-20 season: Tampa Bay","2019-20 season: Florida",19092,19.092,"R",1,0,1
"10693","2019-20 season:",2019-12-23,"Toronto","Toronto",8,"Carolina",6,8,6,2,"2019-20 season: Toronto","2019-20 season: Carolina",19176,19.176,"R",1,0,1.0189701897019
"10694","2019-20 season:",2019-12-23,"Vancouver","Vancouver",4,"Edmonton",2,11,11,2,"2019-20 season: Vancouver","2019-20 season: Edmonton",18851,18.851,"R",1,0,0.996879957694342
"10695","2019-20 season:",2019-12-23,"Vegas","Vegas",3,"Colorado",7,9,17,2,"2019-20 season: Vegas","2019-20 season: Colorado",18425,18.425,"R",0,0,1.06085905112851
"10696","2019-20 season:",2019-12-23,"Winnipeg","Winnipeg",2,"Montreal",6,6,4,2,"2019-20 season: Winnipeg","2019-20 season: Montreal",15325,15.325,"R",0,0,1.000261079564
"10697","2019-20 season:",2019-12-27,"Anaheim","Anaheim",4,"Vegas",3,10,8,6,"2019-20 season: Anaheim","2019-20 season: Vegas",16601,16.601,"R",1,0,0.966635611971585
"10698","2019-20 season:",2019-12-27,"Buffalo","Buffalo",0,"Boston",3,6,10,6,"2019-20 season: Buffalo","2019-20 season: Boston",19070,19.07,"R",0,0,1
"10699","2019-20 season:",2019-12-27,"Chicago","Chicago",5,"NY Islanders",2,18,14,6,"2019-20 season: Chicago","2019-20 season: NY Islanders",21747,21.747,"R",1,0,1.10295683927575
"10700","2019-20 season:",2019-12-27,"Colorado","Colorado",4,"Minnesota",6,6,16,6,"2019-20 season: Colorado","2019-20 season: Minnesota",18146,18.146,"R",0,0,1.01892301645236
"10701","2019-20 season:",2019-12-27,"Edmonton","Edmonton",1,"Calgary",5,4,2,6,"2019-20 season: Edmonton","2019-20 season: Calgary",18347,18.347,"R",0,0,1
"10702","2019-20 season:",2019-12-27,"New Jersey","New Jersey",4,"Toronto",5,8,10,6,"2019-20 season: New Jersey","2019-20 season: Toronto",16514,16.514,"R",0,0,1
"10703","2019-20 season:",2019-12-27,"Nashville","Nashville",2,"Pittsburgh",5,10,18,6,"2019-20 season: Nashville","2019-20 season: Pittsburgh",17849,17.849,"R",0,0,1.0430082393502
"10704","2019-20 season:",2019-12-27,"NY Rangers","NY Rangers",5,"Carolina",3,8,10,6,"2019-20 season: NY Rangers","2019-20 season: Carolina",17498,17.498,"R",1,0,0.971787182050428
"10705","2019-20 season:",2019-12-27,"San Jose","San Jose",2,"Los Angeles",3,2,2,6,"2019-20 season: San Jose","2019-20 season: Los Angeles",16610,16.61,"R",0,0,0.945792051019246
"10706","2019-20 season:",2019-12-27,"Winnipeg","Winnipeg",4,"St Louis",5,8,6,6,"2019-20 season: Winnipeg","2019-20 season: St Louis",15325,15.325,"R",0,0,1.000261079564
"10707","2019-20 season:",2019-12-27,"Washington","Washington",2,"Columbus",1,17,11,6,"2019-20 season: Washington","2019-20 season: Columbus",18573,18.573,"R",1,0,1.00362044742246
"10708","2019-20 season:",2019-12-28,"Carolina","Carolina",6,"Washington",4,6,10,7,"2019-20 season: Carolina","2019-20 season: Washington",18680,18.68,"R",1,0,1
"10709","2019-20 season:",2019-12-28,"Dallas","Dallas",3,"Colorado",2,10,6,7,"2019-20 season: Dallas","2019-20 season: Colorado",18532,18.532,"R",1,0,1
"10710","2019-20 season:",2019-12-28,"Florida","Florida",5,"Detroit",4,8,6,7,"2019-20 season: Florida","2019-20 season: Detroit",17731,17.731,"R",1,0,0.921090909090909
"10711","2019-20 season:",2019-12-28,"Pittsburgh","Pittsburgh",6,"Nashville",4,8,4,7,"2019-20 season: Pittsburgh","2019-20 season: Nashville",18628,18.628,"R",1,0,1.01310708652853
"10712","2019-20 season:",2019-12-28,"San Jose","San Jose",6,"Philadelphia",1,2,6,7,"2019-20 season: San Jose","2019-20 season: Philadelphia",16819,16.819,"R",1,0,0.957692745700945
"10713","2019-20 season:",2019-12-28,"Tampa Bay","Tampa Bay",5,"Montreal",4,2,4,7,"2019-20 season: Tampa Bay","2019-20 season: Montreal",19092,19.092,"R",1,0,1
"10714","2019-20 season:",2019-12-28,"Toronto","Toronto",4,"NY Rangers",5,8,6,7,"2019-20 season: Toronto","2019-20 season: NY Rangers",19492,19.492,"R",0,0,1.03576173016632
